Base_period_dates, Base_period_tmin, Base_period_tmax, Base_period_prec
2011-02-24, 0.8837473, 6.361238, NA
2011-02-25, 1.567151, 18.68132, NA
2011-02-26, -0.4363201, 8.082653, NA
2011-02-27, 1.380433, 15.77277, NA
2011-02-28, 4.650598, 23.11774, NA
2011-03-01, -2.03245, 8.023691, NA
2011-03-02, 0.4200139, 16.4888, NA
2011-03-03, -5.957597, 3.924572, NA
2011-03-04, -2.965894, 8.667812, NA
2011-03-05, 3.624673, 13.788, NA
2011-03-06, 1.179075, 13.6833, NA
2011-03-07, -2.410816, 33.03947, NA
2011-03-08, -3.302401, 11.88644, NA
2011-03-09, 3.491657, 9.971533, NA
2011-03-10, 8.992462, 16.51043, NA
2011-03-11, 2.317265, 9.586034, NA
2011-03-12, 1.029799, 20.26589, NA
2011-03-13, 4.120143, 18.61967, NA
2011-03-14, 1.687362, 13.24747, NA
2011-03-15, 4.478118, 11.64855, NA
2011-03-16, 4.500079, 16.119, NA
2011-03-17, -3.006271, 21.55691, NA
2011-03-18, 11.14494, 27.79153, NA
2011-03-19, 4.572019, 18.71722, NA
2011-03-20, 0.4419131, 10.67071, NA
2011-03-21, 5.524382, 23.72053, NA
2011-03-22, 9.087505, 18.23951, NA
2011-03-23, 7.005481, 15.2494, NA
2011-03-24, -0.7047554, 9.037786, NA
2011-03-25, -3.596207, 8.053526, NA
2011-03-26, -3.035863, 7.079453, NA
2011-03-27, -2.261807, 4.354502, NA
2011-03-28, -4.572229, 7.870893, NA
2011-03-29, -4.596822, 9.874829, NA
2011-03-30, 3.176399, 7.451708, NA
2011-03-31, 2.222487, 5.845469, NA
2011-04-01, 1.226259, 8.457177, NA
2011-04-02, 1.324719, 9.195248, NA
2011-04-03, 0.005095911, 14.21768, NA
2011-04-04, 8.152047, 29.03488, NA
2011-04-05, 2.695981, 22.45956, NA
2011-04-06, 0.2189901, 18.60444, NA
2011-04-07, 3.017345, 21.56175, NA
2011-04-08, 5.496711, 13.29394, NA
2011-04-09, 5.326268, 8.745144, NA
2011-04-10, 6.351119, 17.21336, NA
2011-04-11, 14.5806, 28.93994, NA
2011-04-12, 11.26901, 17.94962, NA
2011-04-13, 6.449, 13.07593, NA
2011-04-14, 4.03188, 20.19024, NA
2011-04-15, 5.447831, 19.80565, NA
2011-04-16, 9.132104, 16.94025, NA
2011-04-17, 5.647627, 19.42117, NA
2011-04-18, 7.742163, 24.04032, NA
2011-04-19, 11.17708, 17.79631, NA
2011-04-20, 13.57535, 29.73495, NA
2011-04-21, 6.279706, 16.80308, NA
2011-04-22, 4.910871, 7.92476, NA
2011-04-23, 6.302084, 21.53362, NA
2011-04-24, 14.27145, 28.84163, NA
2011-04-25, 16.23583, 28.9641, NA
2011-04-26, 18.30295, 27.75455, NA
2011-04-27, 19.17546, 26.66565, NA
2011-04-28, 10.6368, 23.65381, NA
2011-04-29, 9.401805, 18.24769, NA
2011-04-30, 6.376115, 18.40903, NA
2011-05-01, 10.54324, 16.11222, NA
2011-05-02, 12.10252, 23.99597, NA
2011-05-03, 15.2018, 26.70922, NA
2011-05-04, -8.309218, 15.65005, NA
2011-05-05, 5.555555556, 15.55555556, NA
2011-05-06, 6.111111111, 19.44444444, NA
2011-05-07, 5.555555556, 22.77777778, NA
2011-05-08, 11.11111111, 20, NA
2011-05-09, 7.777777778, 21.11111111, NA
2011-05-10, 5.555555556, 24.44444444, NA
2011-05-11, 6.111111111, 24.44444444, NA
2011-05-12, 12.77777778, 26.66666667, NA
2011-05-13, 12.22222222, 23.33333333, NA
2011-05-14, 15.55555556, 22.22222222, NA
2011-05-15, 15, 20.55555556, NA
2011-05-16, 14.44444444, 23.33333333, NA
2011-05-17, 13.88888889, 22.22222222, NA
2011-05-18, 15, 18.33333333, NA
2011-05-19, 10.55555556, 24.44444444, NA
2011-05-20, NA, NA, NA
2011-05-21, 10, 22.77777778, NA
2011-05-22, 11.66666667, 28.88888889, NA
2011-05-23, 13.88888889, 26.66666667, NA
2011-05-24, 17.22222222, 26.66666667, NA
2011-05-25, 15, 28.33333333, NA
2011-05-26, 15, 30, NA
2011-05-27, 17.22222222, 32.22222222, NA
2011-05-28, 16.11111111, 32.22222222, NA
2011-05-29, 16.11111111, 27.77777778, NA
2011-05-30, 18.33333333, 30.55555556, NA
2011-05-31, 20, 35, NA
2011-06-01, 20, 35.55555556, NA
2011-06-02, 22.22222222, 33.33333333, NA
2011-06-03, 10.76471, 23.33426, NA
2011-06-04, 10.57132, 26.6581, NA
2011-06-05, 16.25965, 25.45755, NA
2011-06-06, 14.36974, 26.432, NA
2011-06-07, 14.80424, 26.66389, NA
2011-06-08, 17.88223, 32.59819, NA
2011-06-09, 19.38195, 32.72875, NA
2011-06-10, 18.36871, 29.82646, NA
2011-06-11, 18.82886, 27.67562, NA
2011-06-12, 18.29552, 29.40692, NA
2011-06-13, 12.8591, 22.58645, NA
2011-06-14, 11.81181, 21.25352, NA
2011-06-15, 9.987462, 23.58456, NA
2011-06-16, 13.84746, 23.77781, NA
2011-06-17, 14.88104, 27.71829, NA
2011-06-18, 17.38943, 26.80837, NA
2011-06-19, 19.68692, 24.07552, NA
2011-06-20, 18.48154, 23.16322, NA
2011-06-21, 19.37178, 30.00256, NA
2011-06-22, 19.97294, 28.25099, NA
2011-06-23, 21.15728, 25.3862, NA
2011-06-24, 16.5552, 26.20276, NA
2011-06-25, 14.80759, 23.8739, NA
2011-06-26, 14.17234, 25.08922, NA
2011-06-27, 18.17493, 24.55932, NA
2011-06-28, 20.22071, 29.93419, NA
2011-06-29, 15.80799, 27.43674, NA
2011-06-30, 13.75717, 26.1141, NA
2011-07-01, 14.27986, 28.03244, NA
2011-07-02, 14.14961, 29.49731, NA
2011-07-03, 19.21853, 31.01266, NA
2011-07-04, 18.84413, 26.4669, NA
2011-07-05, 18.6128, 28.4412, NA
2011-07-06, 19.83136, 28.18888, NA
2011-07-07, 19.12465, 30.36125, NA
2011-07-08, 19.34498, 27.09164, NA
2011-07-09, 17.79196, 28.04508, NA
2011-07-10, 17.44158, 29.01852, NA
2011-07-11, 20.1152, 31.49186, NA
2011-07-12, 20.17657, 31.6026, NA
2011-07-13, 17.58225, 29.3624, NA
2011-07-14, 14.31653, 24.6704, NA
2011-07-15, 15.38284, 25.38755, NA
2011-07-16, 15.73899, 26.50068, NA
2011-07-17, 17.39802, 28.34826, NA
2011-07-18, 19.34394, 30.55219, NA
2011-07-19, 21.62656, 29.82364, NA
2011-07-20, 21.38751, 31.32086, NA
2011-07-21, 23.04152, 33.75158, NA
2011-07-22, 23.49158, 35.19769, NA
2011-07-23, 21.95667, 32.711, NA
2011-07-24, 22.56908, 30.01966, NA
2011-07-25, 22.13164, 30.61489, NA
2011-07-26, 20.45353, 31.97302, NA
2011-07-27, 18.46002, 29.95167, NA
2011-07-28, 18.36083, 30.4097, NA
2011-07-29, 20.49796, 34.57428, NA
2011-07-30, 21.20873, 30.80665, NA
2011-07-31, 18.21591, 32.40598, NA
2011-08-01, 18.65853, 33.1489, NA
2011-08-02, 19.67071, 32.86625, NA
2011-08-03, 21.2893, 25.97521, NA
2011-08-04, 22.06491, 28.52303, NA
2011-08-05, 21.47934, 26.04939, NA
2011-08-06, 21.28402, 28.16733, NA
2011-08-07, 21.69582, 31.14371, NA
2011-08-08, 19.02321, 30.46384, NA
2011-08-09, 19.81879, 30.15279, NA
2011-08-10, 17.25798, 29.94516, NA
2011-08-11, 15.34244, 27.50335, NA
2011-08-12, 13.78932, 27.62862, NA
2011-08-13, 19.57658, 27.44613, NA
2011-08-14, 19.45699, 28.02959, NA
2011-08-15, 17.29342, 24.77706, NA
2011-08-16, 16.90513, 28.26719, NA
2011-08-17, 15.29523, 28.77738, NA
2011-08-18, 18.49535, 30.29081, NA
2011-08-19, 15.83124, 26.30247, NA
2011-08-20, 15.47602, 29.12112, NA
2011-08-21, 20.72317, 28.97455, NA
2011-08-22, 13.20446, 26.37329, NA
2011-08-23, 11.58198, 25.22469, NA
2011-08-24, 15.08717, 28.17099, NA
2011-08-25, 20.19618, 26.28192, NA
2011-08-26, 17.97831, 28.8582, NA
2011-08-27, 21.0049, 24.2973, NA
2011-08-28, 19.14987, 26.80633, NA
2011-08-29, 13.87713, 21.50172, NA
2011-08-30, 12.23341, 25.45696, NA
2011-08-31, 14.4819, 25.77633, NA
2011-09-01, 17.53878, 24.94005, NA
2011-09-02, 18.35247, 22.56587, NA
2011-09-03, 20.56287, 27.41443, NA
2011-09-04, 20.95672, 28.28006, NA
2011-09-05, 15.97703, 22.88529, NA
2011-09-06, 15.52807, 16.31697, NA
2011-09-07, 15.4885, 19.6003, NA
2011-09-08, 18.61595, 21.61341, NA
2011-09-09, 18.80852, 26.12055, NA
2011-09-10, 17.1758, 25.59186, NA
2011-09-11, 16.06566, 25.48034, NA
2011-09-12, 14.95115, 25.57802, NA
2011-09-13, 15.3706, 26.75342, NA
2011-09-14, 16.54343, 28.30182, NA
2011-09-15, 7.97471, 19.66129, NA
2011-09-16, 4.604068, 14.54583, NA
2011-09-17, 7.644362, 15.21588, NA
2011-09-18, 9.193121, 17.62298, NA
2011-09-19, 10.7922, 17.68702, NA
2011-09-20, 15.94045, 22.50364, NA
2011-09-21, 18.42072, 21.74725, NA
2011-09-22, 18.27312, 26.00089, NA
2011-09-23, 18.00718, 21.59345, NA
2011-09-24, 16.31775, 23.69, NA
2011-09-25, 19.12716, 22.88531, NA
2011-09-26, 19.34342, 24.63463, NA
2011-09-27, 20.28988, 26.49417, NA
2011-09-28, 17.47668, 23.40328, NA
2011-09-29, 12.99112, 22.89915, NA
2011-09-30, 10.95693, 21.6847, NA
2011-10-01, 7.461833, 12.81854, NA
2011-10-02, 6.009198, 9.084094, NA
2011-10-03, 6.395234, 9.841134, NA
2011-10-04, 8.255072, 16.54357, NA
2011-10-05, 8.718393, 21.53123, NA
2011-10-06, 7.13356, 19.48026, NA
2011-10-07, 9.112166, 21.68162, NA
2011-10-08, 9.546213, 21.72482, NA
2011-10-09, 9.011686, 23.83323, NA
2011-10-10, 10.86542, 21.0524, NA
2011-10-11, 12.67075, 19.07099, NA
2011-10-12, 15.89326, 17.88239, NA
2011-10-13, 14.57491, 18.71171, NA
2011-10-14, 11.47968, 19.73212, NA
2011-10-15, 8.568704, 19.75816, NA
2011-10-16, 7.650994, 22.40417, NA
2011-10-17, 10.20062, 22.39883, NA
2011-10-18, 9.835032, 21.66038, NA
2011-10-19, 14.77017, 17.37473, NA
2011-10-20, 8.229445, 17.11239, NA
2011-10-21, 5.722825, 12.62111, NA
2011-10-22, 6.412728, 14.07255, NA
2011-10-23, 3.779598, 16.14921, NA
2011-10-24, 7.766516, 17.52012, NA
2011-10-25, 6.422494, 19.43155, NA
2011-10-26, 9.441663, 19.36321, NA
2011-10-27, 6.533143, 21.58209, NA
2011-10-28, 0.4995532, 9.075213, NA
2011-10-29, 0.3743898, 2.812254, NA
2011-10-30, -2.130862, 8.545169, NA
2011-10-31, 1.464164, 10.52337, NA
2011-11-01, -0.1202251, 12.81458, NA
2011-11-02, 2.063859, 15.485, NA
2011-11-03, 4.61595, 16.5283, NA
2011-11-04, 1.776891, 13.26593, NA
2011-11-05, -2.734338, 9.541798, NA
2011-11-06, 0.4045682, 12.71921, NA
2011-11-07, 2.620328, 19.52142, NA
2011-11-08, 4.382047, 19.28824, NA
2011-11-09, 4.813246, 17.98049, NA
2011-11-10, 2.000716, 13.39441, NA
2011-11-11, -0.2791907, 7.713815, NA
2011-11-12, -1.041431, 17.63286, NA
2011-11-13, 3.99723, 15.90551, NA
2011-11-14, 9.889945, 20.99704, NA
2011-11-15, 13.60595, 16.13818, NA
2011-11-16, 9.694683, 14.28325, NA
2011-11-17, 0.5157465, 9.740254, NA
2011-11-18, -4.544747, 6.834771, NA
2011-11-19, -0.591324, 10.54481, NA
2011-11-20, 9.039419, 18.87471, NA
2011-11-21, 9.178125, 16.17524, NA
2011-11-22, 8.469911, 11.30665, NA
2011-11-23, 4.223065, 14.19562, NA
2011-11-24, -0.6651838, 16.27178, NA
2011-11-25, 1.103355, 20.5975, NA
2011-11-26, 4.713988, 19.99332, NA
2011-11-27, 6.933414, 20.19129, NA
2011-11-28, 14.03918, 18.99132, NA
2011-11-29, 7.591662, 16.78051, NA
2011-11-30, 0.4688314, 8.467982, NA
2011-12-01, -2.812466, 9.892041, NA
2011-12-02, -2.910941, 14.78324, NA
2011-12-03, -2.716018, 8.006132, NA
2011-12-04, 2.812743, 12.26014, NA
2011-12-05, 6.082483, 15.0566, NA
2011-12-06, 12.17696, 15.91469, NA
2011-12-07, 2.212319, 15.65749, NA
2011-12-08, -1.889475, 5.969651, NA
2011-12-09, -0.4554547, 8.609388, NA
2011-12-10, -4.133233, 6.564179, NA
2011-12-11, -6.525662, 4.394212, NA
2011-12-12, -5.328951, 5.729698, NA
2011-12-13, -4.235889, 9.599221, NA
2011-12-14, 2.31157, 9.332876, NA
2011-12-15, 6.555369, 17.93053, NA
2011-12-16, 3.293149, 17.66309, NA
2011-12-17, -3.231188, 3.305618, NA
2011-12-18, -2.827115, 4.237725, NA
2011-12-19, -2.84316, 12.26499, NA
2011-12-20, 5.936195, 12.0595, NA
2011-12-21, 8.935728, 16.84012, NA
2011-12-22, 5.499153, 15.37938, NA
2011-12-23, 4.080285, 9.600219, NA
2011-12-24, -0.1377003, 5.72364, NA
2011-12-25, -2.613714, 9.004838, NA
2011-12-26, 0.720628, 8.339298, NA
2011-12-27, 2.517401, 7.094679, NA
2011-12-28, -2.725966, 6.497245, NA
2011-12-29, -3.937612, 4.432968, NA
2011-12-30, -1.018786, 11.72703, NA
2011-12-31, 2.833483, 12.94867, NA
2012-01-01, 1.323092, 11.93487, NA
2012-01-02, -2.222018, 6.805345, NA
2012-01-03, -7.441236, -1.923154, NA
2012-01-04, -12.35635, -0.650716, NA
2012-01-05, -3.192316, 8.509435, NA
2012-01-06, 0.7112712, 17.59292, NA
2012-01-07, 3.171113, 17.49814, NA
2012-01-08, -1.765678, 9.027609, NA
2012-01-09, -2.598808, 2.196385, NA
2012-01-10, -3.498131, 10.6579, NA
2012-01-11, -0.7873142, 4.962209, NA
2012-01-12, 3.640948, 12.44218, NA
2012-01-13, -3.933951, 10.34363, NA
2012-01-14, -6.257082, 1.396303, NA
2012-01-15, -8.4789, 0.01841219, NA
2012-01-16, -7.844096, 4.834945, NA
2012-01-17, 3.293033, 14.99913, NA
2012-01-18, -6.792598, 14.0617, NA
2012-01-19, -8.527742, 2.841098, NA
2012-01-20, -3.708534, 2.566899, NA
2012-01-21, -3.487906, -0.5807448, NA
2012-01-22, -2.142808, -0.3037318, NA
2012-01-23, -0.5201404, 5.629751, NA
2012-01-24, 1.650953, 13.32933, NA
2012-01-25, -2.175823, 8.775271, NA
2012-01-26, 4.520421, 10.54898, NA
2012-01-27, 2.786294, 17.30066, NA
2012-01-28, -1.245717, 12.29383, NA
2012-01-29, -3.650332, 7.164069, NA
2012-01-30, -5.765935, 8.130279, NA
2012-01-31, 3.446507, 18.86808, NA
2012-02-01, 9.305453, 19.77787, NA
2012-02-02, 3.324807, 14.86142, NA
2012-02-03, -3.082649, 9.557658, NA
2012-02-04, -1.169295, 5.203433, NA
2012-02-05, -1.506896, 3.275253, NA
2012-02-06, -3.554631, 10.11289, NA
2012-02-07, -0.7519401, 12.30377, NA
2012-02-08, -1.906085, 3.349621, NA
2012-02-09, -4.385643, 6.868105, NA
2012-02-10, -4.621257, 5.471604, NA
2012-02-11, -5.835103, 2.05408, NA
2012-02-12, -8.02599, -2.135419, NA
2012-02-13, -8.283577, 8.075918, NA
2012-02-14, 0.1942463, 9.893449, NA
2012-02-15, 2.559304, 10.66329, NA
2012-02-16, 3.834176, 7.939994, NA
2012-02-17, 0.7194078, 11.09729, NA
2012-02-18, -1.338926, 15.06661, NA
2012-02-19, -0.03477468, 4.637177, NA
2012-02-20, -2.1464, 8.195589, NA
2012-02-21, -2.546402, 8.293382, NA
2012-02-22, 1.145725, 15.81407, NA
2012-02-23, 8.344049, 18.21394, NA
2012-02-24, 5.057381, 15.40834, NA
2012-02-25, -0.2642056, 5.025653, NA
2012-02-26, -5.17844, 7.935611, NA
2012-02-27, -1.296288, 18.09308, NA
2012-02-28, -0.6400734, 12.43881, NA
2012-02-29, 3.476201, 12.11734, NA
2012-03-01, 4.055399, 19.43744, NA
2012-03-02, 0.9524316, 8.979457, NA
2012-03-03, 3.58597, 14.96101, NA
2012-03-04, -1.013901, 6.918656, NA
2012-03-05, -3.669862, 4.957412, NA
2012-03-06, -5.818837, 8.149739, NA
2012-03-07, 0.3215744, 18.84102, NA
2012-03-08, 10.52458, 20.79035, NA
2012-03-09, 2.878224, 18.16277, NA
2012-03-10, -2.711889, 7.878014, NA
2012-03-11, 0.7840864, 16.76633, NA
2012-03-12, 4.178316, 20.29251, NA
2012-03-13, 11.76605, 26.65499, NA
2012-03-14, 11.56916, 26.38265, NA
2012-03-15, 11.95317, 28.10153, NA
2012-03-16, 10.47571, 19.43089, NA
2012-03-17, 10.57334, 23.49543, NA
2012-03-18, 10.32399, 17.84624, NA
2012-03-19, 13.16051, 23.33657, NA
2012-03-20, 15.36326, 23.69139, NA
2012-03-21, 13.21095, 17.98445, NA
2012-03-22, 14.18561, 24.80306, NA
2012-03-23, 12.76511, 26.21038, NA
2012-03-24, 13.3517, 21.00188, NA
2012-03-25, 9.671088, 14.96664, NA
2012-03-26, 3.583123, 14.77606, NA
2012-03-27, -3.342818, 12.3628, NA
2012-03-28, 7.759192, 23.27177, NA
2012-03-29, 7.723397, 18.8048, NA
2012-03-30, 1.842481, 13.72235, NA
2012-03-31, 8.809991, 19.55433, NA
2012-04-01, 7.886519, 16.42905, NA
2012-04-02, 5.834285, 16.79136, NA
2012-04-03, 2.51896, 21.9958, NA
2012-04-04, 11.4032, 24.33278, NA
2012-04-05, 3.376882, 14.46207, NA
2012-04-06, 0.1748021, 15.47745, NA
2012-04-07, -0.1363827, 18.1462, NA
2012-04-08, 2.606824, 21.41406, NA
2012-04-09, 4.777447, 17.97345, NA
2012-04-10, 3.446439, 17.74628, NA
2012-04-11, 0.2781428, 9.551948, NA
2012-04-12, 0.3498398, 13.88465, NA
2012-04-13, 2.811846, 17.42188, NA
2012-04-14, 6.277671, 22.94944, NA
2012-04-15, 13.95659, 26.99795, NA
2012-04-16, 13.78615, 29.50349, NA
2012-04-17, 10.2467, 23.20419, NA
2012-04-18, 8.429989, 11.45363, NA
2012-04-19, 7.111595, 19.09872, NA
2012-04-20, 7.449224, 19.85011, NA
2012-04-21, 10.62257, 24.75843, NA
2012-04-22, 6.022218, 10.65958, NA
2012-04-23, 3.366716, 6.320789, NA
2012-04-24, 2.105671, 15.15526, NA
2012-04-25, 2.736196, 19.25691, NA
2012-04-26, 11.51465, 19.54669, NA
2012-04-27, 5.319692, 16.3662, NA
2012-04-28, 2.883852, 11.33125, NA
2012-04-29, 4.179129, 20.17578, NA
2012-04-30, 6.408253, 15.75743, NA
2012-05-01, 14.52528, 27.67486, NA
2012-05-02, 16.96803, 26.43203, NA
2012-05-03, 14.96216, 29.76975, NA
2012-05-04, 16.70835, 25.62646, NA
2012-05-05, 15.69921, 24.02561, NA
2012-05-06, 16.3671, 19.63332, NA
2012-05-07, 14.76089, 18.97008, NA
2012-05-08, 13.88956, 20.533, NA
2012-05-09, 12.88431, 21.20658, NA
2012-05-10, 8.267678, 17.82071, NA
2012-05-11, 4.203882, 20.89762, NA
2012-05-12, 7.986184, 23.35893, NA
2012-05-13, 12.83183, 24.13034, NA
2012-05-14, 15.98595, 19.02344, NA
2012-05-15, 17.25817, 23.68409, NA
2012-05-16, 14.76925, 25.59186, NA
2012-05-17, 9.934694, 19.76499, NA
2012-05-18, 6.937482, 22.29234, NA
2012-05-19, 9.449389, 24.4425, NA
2012-05-20, 12.30911, 26.65088, NA
2012-05-21, 17.73842, 20.96235, NA
2012-05-22, 17.44197, 23.43955, NA
2012-05-23, 14.56796, 24.12182, NA
2012-05-24, 15.22652, 24.91299, NA
2012-05-25, 18.30903, 26.12229, NA
2012-05-26, 18.33558, 28.61518, NA
2012-05-27, 19.5909, 28.46653, NA
2012-05-28, 17.55654, 30.60736, NA
2012-05-29, 20.09323, 29.83197, NA
2012-05-30, 16.07658, 26.68727, NA
2012-05-31, 14.07878, 25.22161, NA
2012-06-01, 16.9655, 24.68996, NA
2012-06-02, 10.61331, 21.01511, NA
2012-06-03, 9.644131, 23.36745, NA
2012-06-04, 12.0088, 21.962, NA
2012-06-05, 12.12178, 17.14655, NA
2012-06-06, 11.86374, 20.09938, NA
2012-06-07, 11.37837, 24.17966, NA
2012-06-08, 11.0613, 25.94269, NA
2012-06-09, 14.46306, 28.96966, NA
2012-06-10, 15.73275, 29.07104, NA
2012-06-11, 16.75759, 25.99112, NA
2012-06-12, 18.61526, 25.12341, NA
2012-06-13, 13.3906, 24.35728, NA
2012-06-14, 11.58382, 23.89021, NA
2012-06-15, 14.8385, 23.63083, NA
2012-06-16, 13.9747, 23.31757, NA
2012-06-17, 13.08897, 23.45648, NA
2012-06-18, 15.60299, 18.74586, NA
2012-06-19, 18.39396, 29.50179, NA
2012-06-20, 19.98204, 31.35845, NA
2012-06-21, 20.75463, 31.91492, NA
2012-06-22, 20.06243, 29.91055, NA
2012-06-23, 17.06574, 27.58459, NA
2012-06-24, 15.33357, 28.27427, NA
2012-06-25, 15.88189, 27.21427, NA
2012-06-26, 9.478937, 23.46002, NA
2012-06-27, 12.02147, 27.57685, NA
2012-06-28, 15.9764, 31.09467, NA
2012-06-29, 20.69804, 35.23388, NA
2012-06-30, 17.5167, 31.16703, NA
2012-07-01, 20.69763, 32.08013, NA
2012-07-02, 18.35375, 29.99408, NA
2012-07-03, 19.13016, 31.28403, NA
2012-07-04, 19.203, 32.942, NA
2012-07-05, 20.99509, 32.88572, NA
2012-07-06, 21.52711, 32.04332, NA
2012-07-07, 22.74417, 33.38663, NA
2012-07-08, 22.36947, 33.92761, NA
2012-07-09, 20.59993, 25.68776, NA
2012-07-10, 17.8166, 28.15972, NA
2012-07-11, 18.64754, 27.44291, NA
2012-07-12, 17.33765, 26.65063, NA
2012-07-13, 18.77613, 24.0115, NA
2012-07-14, 19.66811, 26.80427, NA
2012-07-15, 21.24982, 31.12136, NA
2012-07-16, 20.30698, 30.51349, NA
2012-07-17, 20.47707, 32.69506, NA
2012-07-18, 21.86446, 33.53654, NA
2012-07-19, 20.75013, 31.13526, NA
2012-07-20, 20.50312, 25.13358, NA
2012-07-21, 17.89269, 20.95725, NA
2012-07-22, 17.87194, 26.51464, NA
2012-07-23, 20.89295, 28.11387, NA
2012-07-24, 20.69763, 29.63007, NA
2012-07-25, 17.11607, 26.85131, NA
2012-07-26, 19.62335, 33.90174, NA
2012-07-27, 20.33465, 29.16794, NA
2012-07-28, 19.13504, 29.75706, NA
2012-07-29, 17.42636, 27.57604, NA
2012-07-30, 17.52362, 28.68667, NA
2012-07-31, 19.28642, 28.35163, NA
2012-08-01, 17.47479, 28.25433, NA
2012-08-02, 19.13504, 29.46093, NA
2012-08-03, 21.23477, 29.10076, NA
2012-08-04, 22.87244, 30.42835, NA
2012-08-05, 23.13316, 30.35921, NA
2012-08-06, 21.26041, 28.52873, NA
2012-08-07, 20.20932, 28.19, NA
2012-08-08, 20.50964, 29.6646, NA
2012-08-09, 18.80054, 29.40855, NA
2012-08-10, 19.91512, 26.91378, NA
2012-08-11, 18.22638, 27.69737, NA
2012-08-12, 14.8428, 26.11077, NA
2012-08-13, 15.52493, 27.3395, NA
2012-08-14, 19.72101, 27.55406, NA
2012-08-15, 17.08633, 25.1694, NA
2012-08-16, 15.67579, 27.74948, NA
2012-08-17, 16.61678, 29.33242, NA
2012-08-18, 15.76975, 25.44348, NA
2012-08-19, 16.8409, 21.4361, NA
2012-08-20, 15.6783, 24.15842, NA
2012-08-21, 15.00057, 24.76249, NA
2012-08-22, 14.07178, 26.04897, NA
2012-08-23, 15.82993, 27.6762, NA
2012-08-24, 16.9487, 26.60705, NA
2012-08-25, 18.69559, 23.15166, NA
2012-08-26, 19.28153, 24.74247, NA
2012-08-27, 19.20668, 28.35937, NA
2012-08-28, 17.26277, 28.41962, NA
2012-08-29, 15.43271, 26.10873, NA
2012-08-30, 14.89503, 27.2772, NA
2012-08-31, 18.69312, 31.61386, NA
2012-09-01, 20.90679, 30.11045, NA
2012-09-02, 21.67426, 26.36237, NA
2012-09-03, 21.74791, 25.99112, NA
2012-09-04, 21.80895, 26.7074, NA
2012-09-05, 22.09136, 28.37967, NA
2012-09-06, 22.02462, 27.88832, NA
2012-09-07, 19.67218, 29.5828, NA
2012-09-08, 15.01385, 28.93383, NA
2012-09-09, 11.53419, 23.53613, NA
2012-09-10, 10.36398, 21.58327, NA
2012-09-11, 8.567169, 22.31186, NA
2012-09-12, 10.70822, 24.09697, NA
2012-09-13, 12.70669, 24.45756, NA
2012-09-14, 11.58726, 25.00988, NA
2012-09-15, 11.67998, 21.94483, NA
2012-09-16, 10.40657, 19.95315, NA
2012-09-17, 11.14298, 21.60267, NA
2012-09-18, 15.94926, 22.68878, NA
2012-09-19, 8.942293, 18.48155, NA
2012-09-20, 7.920752, 20.83618, NA
2012-09-21, 12.50962, 24.08191, NA
2012-09-22, 13.6244, 27.10574, NA
