Number,Location,Species,Wood Type,CTW Tmin,CTW Tmax,Latitude,Longitude,Slope April - April:June-July Tmax,P-value April - April:June-July Tmax,Slope June-July - April:June-July Tmax,P-value June-July - April:June-July Tmax,Slope April:June-July Tmax,P-value April:June-July Tmax,January,January Sig,February,February Sig,March,March Sig,April,April Sig,May,May Sig,June,June Sig,July,July Sig,August,August Sig
113,"Joyce Kilmer, NC",Quercus rubra,RP,5.304201752,19.6159668,35.59803,-83.422387,0.261866011,0.147959679,0.171929573,0.172359677,-0.008804589,0.164632778,0.126438356,NS,-0.196007858,NS,-0.141273106,NS,0.148288341,NS,0.161100157,NS,-0.037037511,NS,0.030255705,NS,0.036931741,NS
114,"Greenbriar, TN",Quercus mongolica,RP,5.304201752,19.6159668,35.706691,-83.33878,0.26037054,0.168888118,0.161636541,0.219658503,-0.008653498,0.191442919,-0.017662664,NS,-0.129164472,NS,-0.129487274,NS,0.201307276,NS,-0.122391889,NS,-0.103319039,NS,-0.010337722,NS,-0.14421388,NS
115,"Blanton Forest, KY",Quercus alba,RP,5.65630263,19.76722731,36.875187,-83.360369,0.237954395,0.151345086,0.134012785,0.233307915,-0.008302609,0.145302319,-0.003300779,NS,-0.040427391,NS,-0.078139988,NS,-0.063838912,NS,0.13286361,NS,-0.314495309,<0.05,-0.175840899,NS,-0.113637277,NS
116,"Blanton Forest, KY",Quercus mongolica,RP,5.65630263,19.76722731,36.875187,-83.360369,0.127581823,0.432312542,0.069121637,0.530705619,-0.004412895,0.429363521,0.177091891,NS,0.163123188,NS,-0.216625045,<0.05,-0.007259619,NS,0.239387126,<0.05,-0.238468973,<0.05,-0.072506316,NS,-0.112281766,NS
117,"Hemmer, IN",Carya ovata,RP,7.348739628,19.79916011,38.229087,-87.366519,0.196935265,0.302289411,0.060915101,0.612798861,-0.006112817,0.320244617,-0.000393437,NS,0.020758713,NS,0.127540371,NS,0.085844454,NS,-0.187493874,NS,-0.48044487,<0.002,-0.307961902,<0.002,-0.30050594,<0.002
118,"Hemmer, IN",Quercus alba,RP,7.348739628,19.79916011,38.229087,-87.366519,0.214236355,0.229714751,0.062858336,0.575912323,-0.006956571,0.226105749,0.032557492,NS,0.045805339,NS,0.075617951,NS,-0.039351889,NS,-0.224169367,<0.05,-0.603399148,<0.002,-0.341840632,<0.002,-0.317880075,<0.05
119,"Bear Island, MD",Carya glabra,RP,7.004201799,19.79916015,38.9845667,-77.2423167,-0.186463521,0.508447842,-0.176251641,0.320808516,0.006185042,0.49989885,0.09971119,NS,-0.079910248,NS,0.037968215,NS,0.018317979,NS,-0.431322498,<0.002,-0.253139084,<0.05,-0.289217546,<0.05,-0.09485341,NS
120,"Smithsonian Conservation Biology Institute, VA",Carya cordiformis,RP,5.006896621,19.8094831,38.8935,-78.1454,-0.179123538,0.364861824,-0.153029685,0.229495003,0.006012733,0.356959784,0.031840827,NS,-0.087049605,NS,-0.157060065,NS,0.066271587,NS,-0.223380944,<0.05,-0.291577371,<0.002,-0.212125619,NS,-0.139185072,NS
121,"Smithsonian Conservation Biology Institute, VA",Carya glabra,RP,5.006896621,19.8094831,38.8935,-78.1454,0.025448712,0.884928562,-0.002283251,0.983896116,-0.000585107,0.919724924,-0.090081156,NS,-0.069567776,NS,-0.125339523,NS,0.159073742,NS,-0.213242089,NS,-0.096011228,NS,-0.024356307,NS,-0.082771396,NS
122,"Smithsonian Conservation Biology Institute, VA",Carya ovalis,RP,5.006896621,19.8094831,38.8935,-78.1454,-0.172685121,0.349527684,-0.134384869,0.258215023,0.006072642,0.319196207,-0.006201144,NS,0.01872227,NS,-0.041374055,NS,0.200014009,<0.05,-0.247410545,<0.05,-0.120447524,NS,-0.118929503,NS,-0.212675602,<0.05
123,"Smithsonian Conservation Biology Institute, VA",Carya tomentosa,RP,5.006896621,19.8094831,38.8935,-78.1454,-0.275666656,0.337947828,-0.20218946,0.274916758,0.009321025,0.326492925,-0.071941751,NS,-0.195485243,NS,-0.260513083,<0.05,0.061223111,NS,-0.097770874,NS,-0.238604616,<0.05,-0.133913354,NS,-0.27504051,<0.002
124,"Smithsonian Conservation Biology Institute, VA",Fraxinus americana,RP,5.006896621,19.8094831,38.8935,-78.1454,-0.252357018,0.111395778,-0.176364973,0.084050003,0.008193752,0.11739946,0.055568192,NS,-0.037748472,NS,-0.048230515,NS,0.03387343,NS,-0.303988404,<0.002,-0.214760373,<0.05,-0.044308457,NS,-0.101168425,NS
125,"Smithsonian Conservation Biology Institute, VA",Fraxinus nigra,RP,5.006896621,19.8094831,38.8935,-78.1454,0.348467798,0.150164634,0.238856296,0.125469134,-0.011966471,0.134646604,-0.049320179,NS,-0.111285747,NS,-0.017865356,NS,-0.163682472,NS,-0.053942144,NS,0.009713581,NS,0.151061993,NS,-0.012740052,NS
126,"Smithsonian Conservation Biology Institute, VA",Quercus alba,RP,5.006896621,19.8094831,38.8935,-78.1454,-0.128561188,0.499511978,-0.109931923,0.369804249,0.004547181,0.469524281,-0.016019089,NS,-0.005136196,NS,-0.08673364,NS,0.159077375,NS,-0.305050781,<0.002,-0.181631315,<0.05,-0.178284108,NS,-0.213667387,<0.05
127,"Smithsonian Conservation Biology Institute, VA",Quercus montana,RP,5.006896621,19.8094831,38.8935,-78.1454,-0.241653561,0.274592505,-0.163611943,0.250350505,0.00800948,0.272763191,-0.035175835,NS,-0.004570719,NS,-0.107044872,NS,0.002501548,NS,-0.236346939,<0.05,-0.115208855,NS,-0.06241029,NS,-0.199172948,<0.05
128,"Smithsonian Conservation Biology Institute, VA",Quercus rubra,RP,5.006896621,19.8094831,38.8935,-78.1454,-0.062716659,0.698086744,-0.062927569,0.545374576,0.002268547,0.670890081,-0.127810413,NS,-0.135337972,NS,-0.198827757,NS,0.10938131,NS,-0.286557612,<0.05,-0.133022557,NS,-0.281097502,<0.05,-0.172526221,NS
129,"Smithsonian Conservation Biology Institute, VA",Quercus velutina,RP,5.006896621,19.8094831,38.8935,-78.1454,-0.138936615,0.497054401,-0.121636347,0.355798502,0.004837779,0.473916175,-0.066058196,NS,-0.137560354,NS,-0.056503253,NS,0.091317656,NS,-0.177119163,NS,-0.147778243,NS,-0.252479391,<0.05,-0.237609332,<0.05
130,"Blue Ridge Parkway, VA",Quercus mongolica,RP,5.067226971,19.85546265,37.5364333,-79.4948833,-0.095051905,0.494840034,-0.070409684,0.442259896,0.003050872,0.520169864,0.131805018,NS,0.015347352,NS,-0.091859679,NS,-0.151985517,NS,0.172796011,NS,-0.079434856,NS,-0.173509314,NS,-0.130071894,NS
131,"Fiddler's Green, VA",Carya ovata,RP,5.067226971,19.85546265,37.7707167,-79.2416,-0.032736161,0.910526453,-0.080590997,0.674235755,0.001743912,0.860551079,0.09176782,NS,0.029554541,NS,0.074768123,NS,0.174423637,NS,-0.211690644,<0.05,-0.207714729,<0.05,-0.20114524,NS,-0.214650319,<0.05
132,"Fiddler's Green, VA",Quercus rubra,RP,5.067226971,19.85546265,37.7694333,-79.2415167,0.122710471,0.589638098,0.033611484,0.822209339,-0.003959567,0.609501355,0.049488355,NS,-0.091999441,NS,-0.07368444,NS,0.070332,NS,-0.190693878,<0.05,-0.223924367,<0.05,-0.296226411,<0.002,-0.245771987,<0.05
133,"Irish Creek, VA",Quercus alba,RP,5.067226971,19.85546265,37.6754667,-79.2880333,0.141446906,0.555434315,0.061740002,0.695493751,-0.004747721,0.561356503,-0.065297459,NS,-0.031463112,NS,0.007584846,NS,0.022941272,NS,-0.326216691,<0.002,-0.127630671,NS,-0.238758665,<0.05,-0.132654701,NS
134,"Irish Creek, VA",Quercus mongolica,RP,5.067226971,19.85546265,37.6754667,-79.2880333,-0.149308555,0.643282174,-0.088181567,0.677794849,0.005414504,0.622158012,0.18507172,NS,0.15372452,NS,0.035550565,NS,0.102347795,NS,-0.067027513,NS,0.129393894,NS,0.031949182,NS,0.054456267,NS
135,"Mt Pleasant, VA",Carya glabra,RP,5.067226971,19.85546265,37.73505,-79.2239667,0.014634395,0.989065916,0.001871777,0.997875818,0.000214828,0.995289751,0.017605314,NS,-0.056770912,NS,0.130700371,NS,0.046043529,NS,0.069652807,NS,-0.019146789,NS,0.072301606,NS,0.042678629,NS
136,"Mt Pleasant, VA",Quercus velutina,RP,5.067226971,19.85546265,37.73505,-79.2239667,0.190939992,0.36531687,0.104559772,0.450830906,-0.006715113,0.35020049,0.016128159,NS,-0.227624994,<0.05,-0.144993484,NS,-0.104581338,NS,0.034370567,NS,-0.148403202,NS,-0.199335924,<0.05,-0.049506356,NS
137,"Feryne Cliffe Nature Preserve, IL",Quercus alba,RP,7.633613602,20.57731133,37.5294,-88.9828,-0.107507151,0.472081329,-0.128566561,0.179823454,0.003288682,0.483235069,-0.004210632,NS,-0.025989174,NS,0.040171421,NS,-0.086810072,NS,-0.390589556,<0.002,-0.660970143,<0.002,-0.284150509,<0.05,-0.232073736,<0.05
138,"Giant City State Park, IL",Quercus alba,RP,7.57899172,20.59663911,37.6,-89.2,-0.0087496,0.953679625,-0.066217085,0.497668407,0.000307631,0.948548701,-0.047008725,NS,-0.044126414,NS,-0.077791683,NS,-0.047242748,NS,-0.339408579,<0.002,-0.627113359,<0.002,-0.297765195,<0.002,-0.255670927,<0.05
139,"Chinquapin Ridge, TN",Quercus alba,RP,6.678991698,20.98571467,35.689201,-83.61108,0.171813015,0.353416448,0.092220052,0.482046219,-0.00570431,0.356491929,-0.007764873,NS,-0.096501526,NS,0.010598503,NS,-0.0106501,NS,0.014108222,NS,-0.260355224,<0.05,-0.186711133,NS,-0.011273578,NS
140,"Big Canoe, GA",Quercus alba,RP,8.691596756,21.98067258,34.475663,-84.329251,0.107387806,0.515046139,0.049868106,0.673808837,-0.003474694,0.517236326,-0.003133336,NS,0.013855976,NS,0.026866937,NS,0.033386785,NS,-0.009153778,NS,-0.355714672,<0.05,-0.13999127,NS,-0.020682443,NS
141,"Three Ponds, KY",Carya tomentosa,RP,9.179832109,22.26470633,36.670247,-89.127605,0.161993351,0.446044041,0.066881057,0.641451926,-0.005009809,0.440720755,0.004633196,NS,-0.020133368,NS,0.051856305,NS,-0.043537541,NS,-0.220518178,<0.05,-0.399166227,<0.002,-0.192825358,NS,-0.192001275,<0.05
142,"Sipsey Wilderness, AL",Carya glabra,RP,9.513445549,22.91596674,34.357419,-87.427427,0.066939876,0.750647188,0.001793028,0.990607845,-0.001946621,0.769686072,0.147287768,NS,-0.023660464,NS,0.135852148,NS,0.07351845,NS,-0.538408038,<0.002,-0.398140236,<0.002,-0.243959798,<0.002,-0.086736036,NS
143,"UMB MI Flux Site, MI",Acer rubrum,DP,-1.488235324,10.05546234,45.5598,-84.7138,-0.139485797,0.457522368,-0.103517723,0.203837525,0.005883415,0.44327875,0.063043908,NS,-0.037731003,NS,-0.073438769,NS,-0.025094949,NS,0.02233747,NS,-0.203981668,<0.05,-0.201117803,NS,-0.126354088,NS
144,"UMB MI Flux Site, MI",Populus grandidentata,DP,-1.488235324,10.05546234,45.5598,-84.7138,0.187014202,0.354761473,0.089280919,0.318146937,-0.008013747,0.331858758,0.073162747,NS,-0.119246681,NS,-0.078451715,NS,-0.095308337,NS,0.107402938,NS,-0.058761115,NS,0.056452207,NS,-0.042672213,NS
145,"Goose Egg Ridge, NY",Fagus grandifolia,DP,-0.589915974,12.47479012,43.069875,-73.286652,-0.207826251,0.235569989,-0.143691065,0.099749357,0.008222768,0.225097771,0.055265902,NS,0.094334886,NS,-0.089356865,NS,0.019777512,NS,0.021886,NS,-0.221675397,<0.05,-0.215935741,<0.05,-0.122022583,NS
146,"Lincoln coln Mountain Sta.Forest, NY",Nyssa sylvatica,DP,0.289915971,13.01764731,43.1746667,-73.8168333,0.102127731,0.478155757,0.043477944,0.547770498,-0.003507124,0.521072095,0.047535787,NS,0.058596664,NS,0.054466847,NS,0.168360422,NS,-0.052232428,NS,-0.096174598,NS,0.084646317,NS,-0.089217988,NS
147,"Prospect Mountain ADKs, NY",Betula lenta,DP,0.289915971,13.01764731,43.4175,-73.729,-0.03414409,0.854859823,-0.053970787,0.565427153,0.001200453,0.865495289,-0.030204008,NS,0.000241525,NS,0.051555722,NS,-0.057899673,NS,-0.285974986,<0.002,-0.298419166,<0.002,-0.128339745,NS,-0.047376312,NS
148,"Harvard Forest, MA",Acer rubrum,DP,0.596638667,14.38823551,42.5388,-72.1755,-0.323668318,0.128207389,-0.20873937,0.072934912,0.011364158,0.149210978,0.23588529,<0.05,-0.133010679,NS,-0.156688478,NS,-0.240716554,<0.05,0.154396997,NS,-0.146592948,NS,-0.136894036,NS,-0.111289972,NS
149,"Harvard Forest, MA",Betula alleghaniensis,DP,0.596638667,14.38823551,42.5388,-72.1755,-0.262875818,0.306461862,-0.168483546,0.231662367,0.009267507,0.330628829,0.11672861,NS,-0.038369007,NS,-0.238805328,NS,-0.140295256,NS,0.217935494,NS,-0.245663543,<0.05,-0.19760305,NS,-0.143507788,NS
150,"Harvard Forest LyfordPlots, MA",Acer rubrum,DP,0.596638667,14.38823551,42.53,-72.18,-0.203746997,0.232877966,-0.123902954,0.184249641,0.007292611,0.249026779,0.107070505,NS,-0.094074045,NS,-0.145752229,NS,-0.114613853,NS,0.092893318,NS,-0.105508349,NS,-0.154294699,NS,0.036494294,NS
151,"NorthRoundPondPlot1, NH",Acer saccharum,DP,0.596638667,14.38823551,42.84514,-72.4473,0.096388918,0.657170599,0.038687769,0.744175461,-0.003337077,0.678338714,-0.050523745,NS,-0.056741947,NS,-0.136276406,NS,0.067172066,NS,0.001182479,NS,0.026353556,NS,-0.128838295,NS,0.092955951,NS
152,"NorthRoundPondPlot1, NH",Fagus grandifolia,DP,0.596638667,14.38823551,42.84514,-72.4473,0.093515547,0.529750731,0.051837839,0.523474564,-0.003423119,0.534705656,-0.078494447,NS,-0.006134011,NS,-0.048279613,NS,0.022942518,NS,0.131801706,NS,0.022426904,NS,0.010571004,NS,0.082784395,NS
153,"NorthRoundPondPlot3, NH",Acer rubrum,DP,0.596638667,14.38823551,42.84417,-72.44976,-0.169316651,0.390013055,-0.128477498,0.232930424,0.006477795,0.37480045,-0.100265392,NS,0.002489528,NS,-0.023820038,NS,0.031595048,NS,0.034575644,NS,-0.169412295,NS,-0.215693072,<0.05,-0.054264171,NS
154,"NorthRoundPondPlot3, NH",Betula lenta,DP,0.596638667,14.38823551,42.84417,-72.44976,-0.416450713,0.336615557,-0.31144694,0.198985867,0.015808941,0.32022365,0.052503237,NS,-0.184508695,<0.05,-0.120705338,NS,0.066605778,NS,-0.025630899,NS,-0.185162088,NS,-0.237717903,<0.05,-0.148875391,NS
155,"Bendix, IN",Acer saccharum,DP,3.583193362,14.64201705,41.664711,-86.508244,-0.152632576,0.402924884,-0.153505241,0.121836518,0.00600444,0.367264695,-0.003694513,NS,-0.145233733,NS,-0.057960106,NS,0.044560847,NS,0.095606803,NS,-0.400045108,<0.002,-0.302918351,<0.002,-0.206618394,NS
156,"Warren, MI",Fagus grandifolia,DP,3.583193362,14.64201705,41.827776,-86.623331,0.093799511,0.519652652,-0.022372956,0.776620598,-0.003039536,0.567310957,-0.175394552,NS,-0.260956737,<0.05,-0.183817326,NS,0.024816986,NS,0.081807161,NS,-0.485227017,<0.002,-0.353343914,<0.002,-0.28784817,<0.05
157,"Alan Seeger Natural Area, PA",Liriodendron tulipifera,DP,2.962184931,14.68739521,40.69,-77.75,0.125118111,0.574993851,0.03533077,0.769580324,-0.004134648,0.61651737,0.27000002,<0.002,0.104427971,NS,0.046101028,NS,0.136811759,NS,-0.028792534,NS,-0.125404629,NS,-0.149013363,NS,-0.071062306,NS
158,"Montgomery Place, NY",Liriodendron tulipifera,DP,1.978151285,14.80504227,42.0088,-73.91875,-0.003247083,0.989369647,-0.060949933,0.641171541,0.001063074,0.904134111,0.224416689,<0.05,0.093244131,NS,0.172471877,NS,0.255002602,<0.05,-0.118590134,NS,-0.203257138,<0.05,-0.138506079,NS,-0.111330557,NS
159,"Mohonk Preserve, NY",Betula lenta,DP,2.052941208,15.30000031,41.7986333,-74.11255,-1.939810991,0.045782538,-1.06511361,0.047199296,0.070249933,0.048268521,0.190079891,NS,-0.019644232,NS,0.07076196,NS,-0.084933941,NS,0.03598892,NS,-0.060723815,NS,0.060857822,NS,-0.036167855,NS
160,"Mohonk Preserve, NY",Liriodendron tulipifera,DP,2.052941208,15.30000031,41.7986333,-74.11255,-0.071714289,0.758878568,-0.093203036,0.470587094,0.00323315,0.705598674,0.122427183,NS,0.098109965,NS,0.104063662,NS,0.13474565,NS,-0.172174854,NS,-0.244787999,<0.002,-0.177785432,NS,-0.055545105,NS
161,"Palmaghatt1, NY",Betula alleghaniensis,DP,2.052941208,15.30000031,41.710008,-74.247273,-0.141197282,0.334712064,-0.109200839,0.185140144,0.005021338,0.346178529,-0.125578293,NS,-0.176397043,NS,0.003331947,NS,-0.115334637,NS,-0.066964562,NS,-0.370471786,<0.002,-0.139244696,NS,-0.034963058,NS
162,"Canterbury, IN",Liriodendron tulipifera,DP,3.496638732,15.35546246,41.126197,-85.109915,0.221961602,0.194335544,0.037649356,0.684343842,-0.007668703,0.208632967,0.038428078,NS,0.001691213,NS,-0.006721531,NS,0.010482268,NS,-0.134874443,NS,-0.536815422,<0.002,-0.356408953,<0.05,-0.252819233,<0.05
163,"Oppenheim, IN",Acer saccharum,DP,3.526890805,15.4151263,41.339479,-85.763455,-0.154995149,0.307913343,-0.080029372,0.337408857,0.005587965,0.302266602,-0.001662424,NS,0.083706947,NS,-0.041800265,NS,0.035263377,NS,0.001067037,NS,0.058155513,NS,0.043898207,NS,0.12590298,NS
164,"Oppenheim, IN",Liriodendron tulipifera,DP,3.526890805,15.4151263,41.339479,-85.763455,0.019809162,0.918220923,-0.050143691,0.636044073,-0.000357661,0.958506352,0.116379973,NS,0.050659375,NS,0.003615617,NS,0.049729933,NS,-0.10084689,NS,-0.378035709,<0.002,-0.205630174,NS,-0.113877475,NS
165,"Ginn, IN",Liriodendron tulipifera,DP,3.681512672,15.54621878,40.348062,-85.438848,0.393547865,0.148114875,0.104202086,0.487045475,-0.013571862,0.163474829,0.025119243,NS,-0.051514253,NS,-0.089688298,NS,0.067698101,NS,-0.071944188,NS,-0.499443018,<0.002,-0.339496734,<0.002,-0.187064097,NS
166,"Davey Woods, OH",Liriodendron tulipifera,DP,2.831932815,15.55714315,40.137556,-83.907942,-0.021712423,0.92118217,-0.101157205,0.407510982,0.00133523,0.864498919,0.083923583,NS,-0.0253996,NS,-0.009989486,NS,0.11390786,NS,-0.125386401,NS,-0.476320337,<0.002,-0.308366048,<0.002,-0.164655137,NS
167,"Hueston Woods, OH",Fagus grandifolia,DP,4.352941251,16.6000003,39.578252,-84.738961,0.12960267,0.510476232,-0.000636884,0.995539608,-0.003964889,0.565194993,0.070890504,NS,-0.026105645,NS,-0.110404856,NS,0.116929986,NS,-0.071006932,NS,-0.479007847,<0.002,-0.232771382,<0.05,-0.132758526,NS
168,"Hueston Woods, OH",Liriodendron tulipifera,DP,4.352941251,16.6000003,39.578252,-84.738961,-0.098288465,0.716784819,-0.156848714,0.318387877,0.004178524,0.659647431,0.063225994,NS,0.011493805,NS,-0.071965845,NS,0.122822896,NS,-0.126510203,NS,-0.441350069,<0.002,-0.272463554,<0.05,-0.182157204,NS
169,"Meltzer, IN",Acer saccharum,DP,4.647899226,16.80924407,39.505057,-85.669107,0.448670971,0.047141621,0.22283349,0.085702612,-0.015210214,0.048180873,-0.04480924,NS,0.018160043,NS,-0.067130379,NS,0.000751936,NS,-0.187584565,NS,-0.211164819,<0.05,-0.214917937,NS,-0.187092307,NS
