domainID,siteID,horizontalPosition,verticalPosition,date,wssPrecipTotal,precipQF,publicationDate
D02,SCBI,900,000,2017-09-02,2.93,0,20200625T005025Z
D02,SCBI,900,000,2017-09-03,0.46,0,20200625T005025Z
D02,SCBI,900,000,2017-09-04,0.38,0,20200625T005025Z
D02,SCBI,900,000,2017-09-05,1.19,0,20200625T005025Z
D02,SCBI,900,000,2017-09-06,12.97,0,20200625T005025Z
D02,SCBI,900,000,2017-09-07,0.54,0,20200625T005025Z
D02,SCBI,900,000,2017-09-08,0.54,0,20200625T005025Z
D02,SCBI,900,000,2017-09-09,0.72,0,20200625T005025Z
D02,SCBI,900,000,2017-09-10,0.49,0,20200625T005025Z
D02,SCBI,900,000,2017-09-11,0.47,0,20200625T005025Z
D02,SCBI,900,000,2017-09-12,0.55,0,20200625T005025Z
D02,SCBI,900,000,2017-09-13,0.99,0,20200625T005025Z
D02,SCBI,900,000,2017-09-14,1.83,0,20200625T005025Z
D02,SCBI,900,000,2017-09-15,0.49,0,20200625T005025Z
D02,SCBI,900,000,2017-09-16,0.34,0,20200625T005025Z
D02,SCBI,900,000,2017-09-17,0.58,0,20200625T005025Z
D02,SCBI,900,000,2017-09-18,0.38,0,20200625T005025Z
D02,SCBI,900,000,2017-09-19,0.62,0,20200625T005025Z
D02,SCBI,900,000,2017-09-20,0.37,0,20200625T005025Z
D02,SCBI,900,000,2017-09-21,0.43,0,20200625T005025Z
D02,SCBI,900,000,2017-09-22,0.51,0,20200625T005025Z
D02,SCBI,900,000,2017-09-23,0.27,0,20200625T005025Z
D02,SCBI,900,000,2017-09-24,0.08,0,20200625T005025Z
D02,SCBI,900,000,2017-09-25,0.19,0,20200625T005025Z
D02,SCBI,900,000,2017-09-26,0.63,0,20200625T005025Z
D02,SCBI,900,000,2017-09-27,0.43,0,20200625T005025Z
D02,SCBI,900,000,2017-09-28,0.65,0,20200625T005025Z
D02,SCBI,900,000,2017-09-29,0.75,0,20200625T005025Z
D02,SCBI,900,000,2017-09-30,1.76,0,20200625T005025Z
D02,SCBI,900,000,2017-10-01,0.27,0,20200625T005010Z
D02,SCBI,900,000,2017-10-02,0.27,0,20200625T005010Z
D02,SCBI,900,000,2017-10-03,0.22,0,20200625T005010Z
D02,SCBI,900,000,2017-10-04,0.34,0,20200625T005010Z
D02,SCBI,900,000,2017-10-05,0.75,0,20200625T005010Z
D02,SCBI,900,000,2017-10-06,0.41,0,20200625T005010Z
D02,SCBI,900,000,2017-10-07,0.66,0,20200625T005010Z
D02,SCBI,900,000,2017-10-08,2.79,0,20200625T005010Z
D02,SCBI,900,000,2017-10-09,25.74,0,20200625T005010Z
D02,SCBI,900,000,2017-10-10,0.93,0,20200625T005010Z
D02,SCBI,900,000,2017-10-11,2.16,0,20200625T005010Z
D02,SCBI,900,000,2017-10-12,4.48,0,20200625T005010Z
D02,SCBI,900,000,2017-10-13,1,0,20200625T005010Z
D02,SCBI,900,000,2017-10-14,0.31,0,20200625T005010Z
D02,SCBI,900,000,2017-10-15,1.34,0,20200625T005010Z
D02,SCBI,900,000,2017-10-16,4.46,0,20200625T005010Z
D02,SCBI,900,000,2017-10-17,0.2,0,20200625T005010Z
D02,SCBI,900,000,2017-10-18,0.26,0,20200625T005010Z
D02,SCBI,900,000,2017-10-19,0.2,0,20200625T005010Z
D02,SCBI,900,000,2017-10-20,0.18,0,20200625T005010Z
D02,SCBI,900,000,2017-10-21,0.1,0,20200625T005010Z
D02,SCBI,900,000,2017-10-22,0.3,0,20200625T005010Z
D02,SCBI,900,000,2017-10-23,0.75,0,20200625T005010Z
D02,SCBI,900,000,2017-10-24,14.81,0,20200625T005010Z
D02,SCBI,900,000,2017-10-25,0.85,0,20200625T005010Z
D02,SCBI,900,000,2017-10-26,0.63,0,20200625T005010Z
D02,SCBI,900,000,2017-10-27,0.16,0,20200625T005010Z
D02,SCBI,900,000,2017-10-28,1.2,0,20200625T005010Z
D02,SCBI,900,000,2017-10-29,37.8,0,20200625T005010Z
D02,SCBI,900,000,2017-10-30,8.82,0,20200625T005010Z
D02,SCBI,900,000,2017-10-31,0.55,0,20200625T005010Z
D02,SCBI,900,000,2017-11-01,0.21,0,20200625T005023Z
D02,SCBI,900,000,2017-11-02,0.62,0,20200625T005023Z
D02,SCBI,900,000,2017-11-03,0.91,0,20200625T005023Z
D02,SCBI,900,000,2017-11-04,5.44,0,20200625T005023Z
D02,SCBI,900,000,2017-11-05,2.46,0,20200625T005023Z
D02,SCBI,900,000,2017-11-06,0.95,0,20200625T005023Z
D02,SCBI,900,000,2017-11-07,17.84,0,20200625T005023Z
D02,SCBI,900,000,2017-11-08,1.05,0,20200625T005023Z
D02,SCBI,900,000,2017-11-09,1.38,0,20200625T005023Z
D02,SCBI,900,000,2017-11-10,0.46,0,20200625T005023Z
D02,SCBI,900,000,2017-11-11,0.8,0,20200625T005023Z
D02,SCBI,900,000,2017-11-12,0.21,0,20200625T005023Z
D02,SCBI,900,000,2017-11-13,1.15,0,20200625T005023Z
D02,SCBI,900,000,2017-11-14,0.51,0,20200625T005023Z
D02,SCBI,900,000,2017-11-15,0.27,0,20200625T005023Z
D02,SCBI,900,000,2017-11-16,1.67,0,20200625T005023Z
D02,SCBI,900,000,2017-11-17,0.47,0,20200625T005023Z
D02,SCBI,900,000,2017-11-18,1.17,0,20200625T005023Z
D02,SCBI,900,000,2017-11-19,0.62,0,20200625T005023Z
D02,SCBI,900,000,2017-11-20,1.34,0,20200625T005023Z
D02,SCBI,900,000,2017-11-21,0.88,0,20200625T005023Z
D02,SCBI,900,000,2017-11-22,1.09,0,20200625T005023Z
D02,SCBI,900,000,2017-11-23,1.66,0,20200625T005023Z
D02,SCBI,900,000,2017-11-24,1.02,0,20200625T005023Z
D02,SCBI,900,000,2017-11-25,0.65,0,20200625T005023Z
D02,SCBI,900,000,2017-11-26,1.24,0,20200625T005023Z
D02,SCBI,900,000,2017-11-27,1.27,0,20200625T005023Z
D02,SCBI,900,000,2017-11-28,1.2,0,20200625T005023Z
D02,SCBI,900,000,2017-11-29,1.16,0,20200625T005023Z
D02,SCBI,900,000,2017-11-30,1.29,0,20200625T005023Z
D02,SCBI,900,000,2018-01-01,3.65,1,20200625T005025Z
D02,SCBI,900,000,2018-01-02,3.67,0,20200625T005025Z
D02,SCBI,900,000,2018-01-03,3.35,0,20200625T005025Z
D02,SCBI,900,000,2018-01-04,2.14,0,20200625T005025Z
D02,SCBI,900,000,2018-01-05,2.57,0,20200625T005025Z
D02,SCBI,900,000,2018-01-06,3.12,0,20200625T005025Z
D02,SCBI,900,000,2018-01-07,3.52,0,20200625T005025Z
D02,SCBI,900,000,2018-01-08,2.3,0,20200625T005025Z
D02,SCBI,900,000,2018-01-09,1.15,0,20200625T005025Z
D02,SCBI,900,000,2018-01-10,2.88,0,20200625T005025Z
D02,SCBI,900,000,2018-01-11,3.06,0,20200625T005025Z
D02,SCBI,900,000,2018-01-12,25.96,0,20200625T005025Z
D02,SCBI,900,000,2018-01-13,10.31,1,20200625T005025Z
D02,SCBI,900,000,2018-01-14,0.66,1,20200625T005025Z
D02,SCBI,900,000,2018-01-15,1.44,1,20200625T005025Z
D02,SCBI,900,000,2018-01-16,1.39,1,20200625T005025Z
D02,SCBI,900,000,2018-01-17,0.82,1,20200625T005025Z
D02,SCBI,900,000,2018-01-18,2.68,1,20200625T005025Z
D02,SCBI,900,000,2018-01-19,2.95,1,20200625T005025Z
D02,SCBI,900,000,2018-01-20,1.59,0,20200625T005025Z
D02,SCBI,900,000,2018-01-21,1.77,0,20200625T005025Z
D02,SCBI,900,000,2018-01-22,3.14,0,20200625T005025Z
D02,SCBI,900,000,2018-01-23,8.12,0,20200625T005025Z
D02,SCBI,900,000,2018-01-24,1.09,0,20200625T005025Z
D02,SCBI,900,000,2018-01-25,2.56,1,20200625T005025Z
D02,SCBI,900,000,2018-01-26,2.87,1,20200625T005025Z
D02,SCBI,900,000,2018-01-27,3.15,0,20200625T005025Z
D02,SCBI,900,000,2018-01-28,7.02,0,20200625T005025Z
D02,SCBI,900,000,2018-01-29,1.42,0,20200625T005025Z
D02,SCBI,900,000,2018-01-30,2.37,1,20200625T005025Z
D02,SCBI,900,000,2018-01-31,0,1,20200625T005025Z
D02,SCBI,900,000,2018-02-01,0,1,20200625T005029Z
D02,SCBI,900,000,2018-02-02,0,1,20200625T005029Z
D02,SCBI,900,000,2018-02-03,0,1,20200625T005029Z
D02,SCBI,900,000,2018-02-04,0,1,20200625T005029Z
D02,SCBI,900,000,2018-02-05,0,1,20200625T005029Z
D02,SCBI,900,000,2018-02-06,0.12,1,20200625T005029Z
D02,SCBI,900,000,2018-02-07,11.28,1,20200625T005029Z
D02,SCBI,900,000,2018-02-08,1.32,1,20200625T005029Z
D02,SCBI,900,000,2018-02-09,3.24,1,20200625T005029Z
D02,SCBI,900,000,2018-02-10,5.07,0,20200625T005029Z
D02,SCBI,900,000,2018-02-11,10.4,0,20200625T005029Z
D02,SCBI,900,000,2018-02-12,1.95,0,20200625T005029Z
D02,SCBI,900,000,2018-02-13,3.33,1,20200625T005029Z
D02,SCBI,900,000,2018-02-14,2.4,1,20200625T005029Z
D02,SCBI,900,000,2018-02-15,2.38,0,20200625T005029Z
D02,SCBI,900,000,2018-02-16,3.2,0,20200625T005029Z
D02,SCBI,900,000,2018-02-17,9.89,1,20200625T005029Z
D02,SCBI,900,000,2018-02-18,1.98,1,20200625T005029Z
D02,SCBI,900,000,2018-02-19,3.05,0,20200625T005029Z
D02,SCBI,900,000,2018-02-20,1.67,0,20200625T005029Z
D02,SCBI,900,000,2018-02-21,3.05,0,20200625T005029Z
D02,SCBI,900,000,2018-02-22,0.96,0,20200625T005029Z
D02,SCBI,900,000,2018-02-23,3.24,0,20200625T005029Z
D02,SCBI,900,000,2018-02-24,4.95,0,20200625T005029Z
D02,SCBI,900,000,2018-02-25,11.28,0,20200625T005029Z
D02,SCBI,900,000,2018-02-26,1.63,0,20200625T005029Z
D02,SCBI,900,000,2018-02-27,1.62,0,20200625T005029Z
D02,SCBI,900,000,2018-02-28,1.72,0,20200625T005029Z
D02,SCBI,900,000,2018-03-01,1.93,0,20200625T005038Z
D02,SCBI,900,000,2018-03-02,1.39,1,20200625T005038Z
D02,SCBI,900,000,2018-03-03,0,1,20200625T005038Z
D02,SCBI,900,000,2018-03-04,3.97,1,20200625T005038Z
D02,SCBI,900,000,2018-03-05,4.05,1,20200625T005038Z
D02,SCBI,900,000,2018-03-06,2.22,1,20200625T005038Z
D02,SCBI,900,000,2018-03-07,2.23,0,20200625T005038Z
D02,SCBI,900,000,2018-03-08,3.9,1,20200625T005038Z
D02,SCBI,900,000,2018-03-09,3.9,1,20200625T005038Z
D02,SCBI,900,000,2018-03-10,1.92,1,20200625T005038Z
D02,SCBI,900,000,2018-03-11,3.65,1,20200625T005038Z
D02,SCBI,900,000,2018-03-12,2.52,0,20200625T005038Z
D02,SCBI,900,000,2018-03-13,3.06,1,20200625T005038Z
D02,SCBI,900,000,2018-03-14,2.87,1,20200625T005038Z
D02,SCBI,900,000,2018-03-15,2.72,1,20200625T005038Z
D02,SCBI,900,000,2018-03-16,2.87,1,20200625T005038Z
D02,SCBI,900,000,2018-03-17,2.25,1,20200625T005038Z
D02,SCBI,900,000,2018-03-18,2.63,1,20200625T005038Z
D02,SCBI,900,000,2018-03-19,1.87,0,20200625T005038Z
D02,SCBI,900,000,2018-03-20,16.45,0,20200625T005038Z
D02,SCBI,900,000,2018-03-21,13.97,1,20200625T005038Z
D02,SCBI,900,000,2018-03-22,2.47,1,20200625T005038Z
D02,SCBI,900,000,2018-03-23,4.95,1,20200625T005038Z
D02,SCBI,900,000,2018-03-24,2.19,1,20200625T005038Z
D02,SCBI,900,000,2018-03-25,3.85,1,20200625T005038Z
D02,SCBI,900,000,2018-03-26,3.36,1,20200625T005038Z
D02,SCBI,900,000,2018-03-27,3.83,0,20200625T005038Z
D02,SCBI,900,000,2018-03-28,2.56,0,20200625T005038Z
D02,SCBI,900,000,2018-03-29,2.53,0,20200625T005038Z
D02,SCBI,900,000,2018-03-30,1.33,0,20200625T005038Z
D02,SCBI,900,000,2018-03-31,2.91,0,20200625T005038Z
D02,SCBI,900,000,2018-04-01,2.06,0,20200625T005010Z
D02,SCBI,900,000,2018-04-02,7.46,0,20200625T005010Z
D02,SCBI,900,000,2018-04-03,2.2,0,20200625T005010Z
D02,SCBI,900,000,2018-04-04,2.57,0,20200625T005010Z
D02,SCBI,900,000,2018-04-05,3.49,1,20200625T005010Z
D02,SCBI,900,000,2018-04-06,2.65,0,20200625T005010Z
D02,SCBI,900,000,2018-04-07,0.56,0,20200625T005010Z
D02,SCBI,900,000,2018-04-08,2.88,1,20200625T005010Z
D02,SCBI,900,000,2018-04-09,1.14,0,20200625T005010Z
D02,SCBI,900,000,2018-04-10,1.86,0,20200625T005010Z
D02,SCBI,900,000,2018-04-11,2.45,0,20200625T005010Z
D02,SCBI,900,000,2018-04-12,2.64,0,20200625T005010Z
D02,SCBI,900,000,2018-04-13,2.48,0,20200625T005010Z
D02,SCBI,900,000,2018-04-14,2.21,0,20200625T005010Z
D02,SCBI,900,000,2018-04-15,5.89,0,20200625T005010Z
D02,SCBI,900,000,2018-04-16,30.06,0,20200625T005010Z
D02,SCBI,900,000,2018-04-17,2.46,0,20200625T005010Z
D02,SCBI,900,000,2018-04-18,2.53,0,20200625T005010Z
D02,SCBI,900,000,2018-04-19,1.59,0,20200625T005010Z
D02,SCBI,900,000,2018-04-20,4.36,0,20200625T005010Z
D02,SCBI,900,000,2018-04-21,2.37,0,20200625T005010Z
D02,SCBI,900,000,2018-04-22,1.41,0,20200625T005010Z
D02,SCBI,900,000,2018-04-23,1.97,0,20200625T005010Z
D02,SCBI,900,000,2018-04-24,10.63,0,20200625T005010Z
D02,SCBI,900,000,2018-04-25,13.99,0,20200625T005010Z
D02,SCBI,900,000,2018-04-26,2.77,0,20200625T005010Z
D02,SCBI,900,000,2018-04-27,14.91,0,20200625T005010Z
D02,SCBI,900,000,2018-04-28,2.04,0,20200625T005010Z
D02,SCBI,900,000,2018-04-29,4.23,0,20200625T005010Z
D02,SCBI,900,000,2018-04-30,3.17,0,20200625T005010Z
D02,SCBI,900,000,2018-05-01,1.5,0,20200625T005036Z
D02,SCBI,900,000,2018-05-02,1.12,0,20200625T005036Z
D02,SCBI,900,000,2018-05-03,1,0,20200625T005036Z
D02,SCBI,900,000,2018-05-04,1.31,0,20200625T005036Z
