"XDATE","PET","PRE","CMI","year","month","day","DATE"
"X2000.11.16",1.10000002384186,79.3000030517578,78.2000030279159,"2000","11","16","16/11/2000"
"X2000.12.16",0.900000035762787,104,103.099999964237,"2000","12","16","16/12/2000"
"X2001.01.16",0.800000011920929,37.2000007629395,36.4000007510186,"2001","01","16","16/01/2001"
"X2001.02.15",1.20000004768372,64.5,63.2999999523163,"2001","02","15","15/02/2001"
"X2001.03.16",1.5,168,166.5,"2001","03","16","16/03/2001"
"X2001.04.16",3.10000014305115,31,27.8999998569488,"2001","04","16","16/04/2001"
"X2001.05.16",3.90000009536743,66.7000045776367,62.8000044822693,"2001","05","16","16/05/2001"
"X2001.06.16",4.20000028610229,150.800003051758,146.600002765656,"2001","06","16","16/06/2001"
"X2001.07.16",4.30000019073486,77.5,73.1999998092651,"2001","07","16","16/07/2001"
"X2001.08.16",3.90000009536743,61.6000022888184,57.700002193451,"2001","08","16","16/08/2001"
"X2001.09.16",2.90000009536743,96.2000045776367,93.3000044822693,"2001","09","16","16/09/2001"
"X2001.10.16",2.20000004768372,24.6000003814697,22.400000333786,"2001","10","16","16/10/2001"
"X2001.11.16",1.39999997615814,32.6000022888184,31.2000023126603,"2001","11","16","16/11/2001"
"X2001.12.16",1,64.9000015258789,63.9000015258789,"2001","12","16","16/12/2001"
"X2002.01.16",1,48.1000022888184,47.1000022888184,"2002","01","16","16/01/2002"
"X2002.02.15",1.39999997615814,63.6000022888184,62.2000023126603,"2002","02","15","15/02/2002"
"X2002.03.16",1.80000007152557,107.300003051758,105.500002980232,"2002","03","16","16/03/2002"
"X2002.04.16",2.70000004768372,91.5,88.7999999523163,"2002","04","16","16/04/2002"
"X2002.05.16",3.60000014305115,139,135.399999856949,"2002","05","16","16/05/2002"
"X2002.06.16",4.09999990463257,124.599998474121,120.499998569488,"2002","06","16","16/06/2002"
"X2002.07.16",4.59999990463257,63.2999992370605,58.6999993324279,"2002","07","16","16/07/2002"
"X2002.08.16",4.30000019073486,77.9000015258789,73.600001335144,"2002","08","16","16/08/2002"
"X2002.09.16",3,95.4000015258789,92.4000015258789,"2002","09","16","16/09/2002"
"X2002.10.16",1.80000007152557,93.4000015258789,91.6000014543533,"2002","10","16","16/10/2002"
"X2002.11.16",1,126.800003051758,125.800003051758,"2002","11","16","16/11/2002"
"X2002.12.16",0.800000011920929,99.5999984741211,98.7999984622002,"2002","12","16","16/12/2002"
"X2003.01.16",0.800000011920929,62.4000015258789,61.600001513958,"2003","01","16","16/01/2003"
"X2003.02.15",0.900000035762787,68.2000045776367,67.3000045418739,"2003","02","15","15/02/2003"
"X2003.03.16",1.5,77.9000015258789,76.4000015258789,"2003","03","16","16/03/2003"
"X2003.04.16",2.60000014305115,84.3000030517578,81.7000029087067,"2003","04","16","16/04/2003"
"X2003.05.16",3.20000004768372,112.099998474121,108.899998426437,"2003","05","16","16/05/2003"
"X2003.06.16",3.70000004768372,106.700004577637,103.000004529953,"2003","06","16","16/06/2003"
"X2003.07.16",4.30000019073486,73.3000030517578,69.0000028610229,"2003","07","16","16/07/2003"
"X2003.08.16",3.60000014305115,178.800003051758,175.200002908707,"2003","08","16","16/08/2003"
"X2003.09.16",2.70000004768372,143.100006103516,140.400006055832,"2003","09","16","16/09/2003"
"X2003.10.16",1.89999997615814,127,125.100000023842,"2003","10","16","16/10/2003"
"X2003.11.16",1.30000007152557,78.2000045776367,76.9000045061111,"2003","11","16","16/11/2003"
"X2003.12.16",0.900000035762787,118.200004577637,117.300004541874,"2003","12","16","16/12/2003"
