domainID,siteID,horizontalPosition,verticalPosition,date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF,publicationDate
D02,SCBI,000,060,2015-01-27,-4.6618,-5.7676,-2.6256,0.8158,0.0031,86400,1,20200619T013737Z
D02,SCBI,000,060,2015-01-28,-4.4349,-7.9894,-0.0254,5.6525,0.0081,86400,1,20200619T013737Z
D02,SCBI,000,060,2015-01-29,-1.9889,-4.7897,0.7208,1.661,0.0044,86400,1,20200619T013737Z
D02,SCBI,000,060,2015-01-30,0.0357,-6.2494,4.3189,6.9887,0.0096,76293,1,20200619T013737Z
D02,SCBI,000,060,2015-01-31,-6.3245,-10.1224,0.7761,12.868,0.0122,86400,1,20200619T013737Z
D02,SCBI,000,060,2015-02-01,0.3547,-1.4148,3.2321,1.5893,0.0043,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-02,1.7939,-5.755,7.7869,13.8914,0.0127,86266,1,20200619T005420Z
D02,SCBI,000,060,2015-02-03,-5.1409,-7.9825,0.0027,6.4633,0.0088,83701,1,20200619T005420Z
D02,SCBI,000,060,2015-02-04,2.5977,-1.4781,9.973,15.2843,0.0133,86064,1,20200619T005420Z
D02,SCBI,000,060,2015-02-05,0.0066,-8.0911,8.9727,38.4572,0.0211,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-06,-5.1297,-11.1833,3.2204,24.7261,0.0169,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-07,3.5642,0.3535,9.9366,4.1678,0.0069,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-08,11.7015,7.6356,16.8257,4.7725,0.0074,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-09,4.9986,0.6578,11.243,7.4307,0.0093,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-10,-1.3499,-3.3657,1.0395,1.959,0.0048,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-11,-0.9736,-3.7824,4.4658,6.91,0.0089,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-12,0.9479,-6.1575,4.1776,7.4651,0.0093,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-13,-10.2645,-14.5956,-4.4943,10.6848,0.0111,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-14,-3.4727,-7.607,3.9826,11.2859,0.0114,86383,1,20200619T005420Z
D02,SCBI,000,060,2015-02-15,-13.0421,-16.4429,-3.4939,7.2237,0.0091,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-16,-14.0725,-16.3002,-11.7689,2.3872,0.0053,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-17,-9.9301,-13.0151,-2.112,15.9742,0.0136,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-18,-6.6204,-10.3405,-2.3228,4.3058,0.0071,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-19,-12.8303,-15.0499,-6.1098,4.4565,0.0072,86100,1,20200619T005420Z
D02,SCBI,000,060,2015-02-20,-14.7132,-17.7831,-9.14,7.6437,0.0094,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-21,-10.9384,-13.0229,-4.7344,3.4222,0.0063,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-22,4.0068,-5.9427,7.7361,9.3843,0.0104,86394,1,20200619T005420Z
D02,SCBI,000,060,2015-02-23,-2.1783,-8.1724,5.6616,12.3561,0.012,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-24,-10.1546,-14.2851,-5.4246,7.583,0.0094,86240,1,20200619T005420Z
D02,SCBI,000,060,2015-02-25,-2.1507,-6.9292,2.9257,8.7038,0.01,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-26,-1.846,-4.273,1.6076,3.6643,0.0065,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-27,-3.848,-7.8401,-0.7389,4.1189,0.0069,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-02-28,-8.0171,-11.9578,-3.6128,6.4798,0.0087,86400,1,20200619T005420Z
D02,SCBI,000,060,2015-03-01,-4.9449,-6.7348,0.4098,2.1461,0.005,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-02,2.5138,-2.6901,6.4454,1.5999,0.0043,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-03,-2.3795,-4.6243,0.5169,1.5673,0.0043,86358,1,20200619T015812Z
D02,SCBI,000,060,2015-03-04,9.2529,-0.4145,13.2422,13.7419,0.0126,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-05,-1.278,-7.4867,9.5651,22.5411,0.0162,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-06,-9.7738,-14.0087,-4.1446,8.1168,0.0097,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-07,-0.4097,-7.3347,9.3866,30.9115,0.0189,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-08,8.8666,5.1247,12.5446,3.4936,0.0064,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-09,10.2174,2.8848,13.9166,6.0433,0.0084,86394,1,20200619T015812Z
D02,SCBI,000,060,2015-03-10,8.4349,4.7554,14.0185,7.4877,0.0093,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-11,12.0562,5.1251,15.6947,5.9363,0.0083,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-12,8.5535,4.1904,15.0529,8.8121,0.0101,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-13,6.95,1.8404,10.5686,6.4223,0.0086,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-14,8.3624,2.8985,15.2974,15.3158,0.0133,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-15,9.7726,6.2653,14.388,4.7712,0.0074,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-16,12.9964,7.362,22.5252,26.7286,0.0176,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-17,16.0765,6.7934,19.2863,10.9366,0.0113,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-18,2.3449,-1.6989,7.7097,9.1171,0.0103,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-19,5.1265,1.8721,8.1562,2.554,0.0054,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-20,1.6266,-0.6218,7.3709,5.5045,0.008,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-21,5.4577,-0.4146,16.7278,37.1071,0.0207,86362,1,20200619T015812Z
D02,SCBI,000,060,2015-03-22,8.2481,2.8502,14.1327,9.9484,0.0107,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-23,2.1024,-3.4985,7.8005,11.5543,0.0116,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-24,2.9688,0.7111,7.9534,3.7254,0.0066,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-25,2.7589,-0.9096,7.7184,8.302,0.0098,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-26,13.5394,6.2729,20.4923,13.9675,0.0127,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-27,5.6563,2.7658,14.2577,7.0443,0.009,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-28,-2.8109,-6.2845,4.008,7.787,0.0095,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-29,-1.8398,-7.0097,7.1399,23.6802,0.0166,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-30,7.7078,3.6715,13.3115,12.0208,0.0118,86400,1,20200619T015812Z
D02,SCBI,000,060,2015-03-31,11.9119,8.6268,19.0788,11.0394,0.0113,86241,1,20200619T015812Z
D02,SCBI,000,060,2015-04-01,6.7895,0.5267,13.833,18.0157,0.0144,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-02,11.4098,4.7176,19.6666,25.086,0.017,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-03,17.4435,13.5008,20.2501,3.5129,0.0064,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-04,11.5046,5.2614,19.9165,19.3027,0.0149,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-05,10.2412,6.4374,16.8697,14.2075,0.0128,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-06,16.4017,11.1809,22.3099,14.6392,0.013,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-07,17.5819,14.8774,20.6294,3.4497,0.0063,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-08,10.346,6.8501,15.6834,11.1795,0.0114,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-09,6.518,4.9306,8.9194,0.9411,0.0033,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-10,10.3481,5.9201,21.7245,31.7684,0.0192,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-11,14.1432,11.4653,19.7851,2.9655,0.0059,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-12,12.5645,7.8421,18.8595,12.6104,0.0121,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-13,16.4572,11.6281,23.1444,16.8149,0.014,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-14,15.2131,8.8428,21.2558,16.0394,0.0136,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-15,10.9343,8.6243,15.5817,5.7312,0.0081,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-16,13.9183,10.7613,17.0451,3.2093,0.0062,83633,1,20200619T011449Z
D02,SCBI,000,060,2015-04-17,16.6609,11.5817,23.7562,12.8958,0.0122,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-18,19.0094,14.4742,23.7519,7.5319,0.0093,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-19,16.9453,11.3279,22.2962,9.1745,0.0103,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-20,14.6429,8.82,23.8143,28.1244,0.018,86337,1,20200619T011449Z
D02,SCBI,000,060,2015-04-21,14.0059,9.7922,21.5373,9.1684,0.0103,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-22,13.0964,8.9168,18.2431,3.8022,0.0066,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-23,7.3305,4.0169,10.9451,4.8408,0.0075,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-24,7.0171,1.778,13.7432,13.4567,0.0125,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-25,6.7585,2.5317,11.6025,5.2067,0.0078,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-26,6.2632,2.3702,14.516,19.1945,0.0149,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-27,9.3074,5.8028,13.3453,4.0578,0.0069,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-28,10.0826,4.9848,17.8395,20.701,0.0155,86387,1,20200619T011449Z
D02,SCBI,000,060,2015-04-29,15.4802,11.4095,21.0428,8.3809,0.0098,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-04-30,15.441,8.598,19.0011,5.736,0.0081,86400,1,20200619T011449Z
D02,SCBI,000,060,2015-05-01,10.4971,8.5399,15.8577,3.3148,0.0062,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-02,14.6577,10.7982,20.4398,11.1293,0.0113,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-03,19.2978,16.3706,24.0706,5.1693,0.0077,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-04,22.3841,19.6945,26.5229,4.2778,0.007,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-05,21.8102,17.4945,26.8911,3.6874,0.0065,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-06,20.8658,17.2742,25.7986,4.5405,0.0073,86273,1,20200619T003311Z
D02,SCBI,000,060,2015-05-07,18.0523,14.141,23.7287,9.4782,0.0105,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-08,20.7263,17.275,25.3222,4.6359,0.0073,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-09,18.6252,15.2491,22.4967,4.5165,0.0072,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-10,20.5494,17.0893,25.5684,7.22,0.0091,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-11,21.7322,18.0627,26.7488,6.7557,0.0088,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-12,23.4257,18.9736,28.024,4.3079,0.0071,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-13,14.8337,10.6722,24.3429,12.189,0.0119,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-14,11.33,6.6695,17.3677,10.6678,0.0111,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-15,15.3867,10.7563,21.0604,12.2078,0.0119,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-16,21.3724,17.5365,26.4078,4.6343,0.0073,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-17,22.1026,19.3237,25.5748,1.9102,0.0047,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-18,23.654,20.8282,27.9888,3.8113,0.0066,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-19,22.6009,18.723,27.6283,8.9917,0.0102,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-20,16.4854,10.9452,25.5255,14.2219,0.0128,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-21,10.8931,8.3855,15.6349,2.8041,0.0057,86243,1,20200619T003311Z
D02,SCBI,000,060,2015-05-22,13.1897,7.8228,20.724,19.253,0.0149,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-23,14.7833,9.8338,19.8174,10.6615,0.0111,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-24,19.2628,14.3534,24.4561,10.2202,0.0109,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-25,22.0936,18.7666,25.5107,3.5193,0.0064,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-26,22.8698,18.5833,27.0799,3.2335,0.0061,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-27,22.6632,19.5259,25.983,2.5285,0.0054,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-28,23.9019,20.8927,27.3846,1.9779,0.0048,86398,1,20200619T003311Z
D02,SCBI,000,060,2015-05-29,21.6463,17.9396,25.0407,3.7553,0.0066,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-30,21.9804,18.8087,26.4715,5.2357,0.0078,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-05-31,23.4748,20.8874,26.9261,1.8207,0.0046,86400,1,20200619T003311Z
D02,SCBI,000,060,2015-06-01,22.6762,17.1672,25.7588,3.5797,0.007,72393,1,20200619T014150Z
D02,SCBI,000,060,2015-06-02,14.6689,12.9312,18.4174,2.1552,0.005,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-03,12.1871,11.4372,13.2787,0.1765,0.0014,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-04,12.5006,11.6168,13.6393,0.205,0.0015,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-05,14.8143,13.1551,19.876,4.7682,0.0074,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-06,19.3405,17.18,22.5336,2.3589,0.0052,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-07,19.2137,14.7509,22.6477,4.3643,0.0071,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-08,20.9836,16.8958,26.9717,8.0716,0.0097,86396,1,20200619T014150Z
D02,SCBI,000,060,2015-06-09,22.3802,18.5417,25.3864,2.9785,0.0059,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-10,21.413,18.5908,24.4556,3.4622,0.0063,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-11,25.5902,20.7269,29.6397,6.1197,0.0085,85478,1,20200619T014150Z
D02,SCBI,000,060,2015-06-12,26.5077,20.9984,29.2481,2.0557,0.0049,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-13,25.9324,24.2864,27.9586,0.9841,0.0034,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-14,24.9707,21.611,28.8442,3.8373,0.0067,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-15,25.9017,21.7425,28.5476,2.231,0.0051,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-16,26.9197,24.2193,29.2779,1.2748,0.0038,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-17,20.6315,18.323,24.6862,3.1436,0.006,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-18,23.6997,18.7545,29.4511,13.354,0.0124,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-19,23.4918,19.251,28.485,5.8097,0.0082,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-20,22.6952,19.4262,27.4086,3.6035,0.0065,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-21,24.3767,20.6585,29.2826,10.1108,0.0108,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-22,25.681,22.3731,28.3859,2.7182,0.0056,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-23,27.3091,22.0849,31.1995,4.1797,0.007,86396,1,20200619T014150Z
D02,SCBI,000,060,2015-06-24,21.6613,17.0977,25.3826,6.3494,0.0086,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-25,22.4008,19.0769,24.5591,1.2117,0.0037,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-26,19.5315,17.2938,23.271,3.5769,0.0064,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-27,19.7931,17.9863,22.7245,1.9725,0.0048,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-28,18.2352,15.154,21.1776,2.4666,0.0053,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-29,19.6742,16.5449,23.7861,5.6816,0.0081,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-06-30,22.2931,19.1358,25.8572,4.0125,0.0068,86400,1,20200619T014150Z
D02,SCBI,000,060,2015-07-01,22.2554,18.3753,26.1528,5.5303,0.008,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-02,20.0331,16.8791,24.4757,4.2479,0.007,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-03,19.9022,17.4148,21.4591,0.6155,0.0027,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-04,20.3036,17.9403,24.5281,3.4322,0.0063,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-05,20.6266,18.5232,23.3959,2.7019,0.0056,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-06,21.6861,19.4172,24.9253,2.859,0.0058,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-07,24.2728,21.4699,28.0201,3.6579,0.0065,86396,1,20200618T234019Z
D02,SCBI,000,060,2015-07-08,25.217,22.5895,27.3529,1.1035,0.0036,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-09,24.3926,21.1947,28.0354,3.6358,0.0065,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-10,23.1583,19.8038,26.4496,3.6634,0.0065,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-11,21.5715,17.6029,24.6963,4.5087,0.0072,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-12,22.245,17.8296,25.063,2.9642,0.0059,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-13,20.3935,17.6347,23.2666,2.4802,0.0054,86395,1,20200618T234019Z
D02,SCBI,000,060,2015-07-14,22.5634,20.1642,26.7894,4.5538,0.0073,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-15,21.917,19.1517,25.0301,2.5882,0.0055,86396,1,20200618T234019Z
D02,SCBI,000,060,2015-07-16,18.5459,12.4418,23.502,11.5152,0.0115,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-17,21.0619,17.9965,24.8389,4.2141,0.007,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-18,24.0555,20.8686,28.662,4.268,0.007,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-19,27.2895,24.6334,30.6128,2.7899,0.0057,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-20,27.0756,24.0609,29.2954,2.1598,0.005,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-21,25.8487,23.4828,28.2406,1.6455,0.0044,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-22,21.986,16.8682,26.4101,6.3098,0.0086,86199,1,20200618T234019Z
D02,SCBI,000,060,2015-07-23,21.5239,18.25,25.0937,4.005,0.0068,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-24,22.096,16.2165,26.0952,4.5496,0.0073,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-25,24.1641,20.5331,27.785,3.3368,0.0062,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-26,24.753,21.7956,27.5574,2.4886,0.0054,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-27,23.9326,21.299,27.1152,1.5824,0.0043,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-28,23.4751,20.4823,28.2925,5.5525,0.008,86395,1,20200618T234019Z
D02,SCBI,000,060,2015-07-29,23.7401,20.4062,27.4268,4.4495,0.0072,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-30,25.5981,22.8801,28.0353,1.3655,0.004,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-07-31,24.3904,21.0845,27.2664,3.2646,0.0061,86400,1,20200618T234019Z
D02,SCBI,000,060,2015-08-01,24.7245,22.3462,27.3674,1.9665,0.0048,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-02,23.5373,20.3776,26.4302,2.7244,0.0056,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-03,24.9055,21.3467,27.9659,2.9677,0.0059,86396,1,20200619T035709Z
D02,SCBI,000,060,2015-08-04,25.6654,19.6588,28.8525,4.3557,0.0071,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-05,24.5815,21.7197,27.9685,3.1949,0.0061,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-06,20.6257,17.7884,25.8343,4.6256,0.0073,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-07,17.3092,16.0954,20.2423,1.6707,0.0044,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-08,21.0236,18.0201,24.9471,4.7628,0.0074,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-09,22.8211,20.2524,25.8727,2.3433,0.0052,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-10,20.319,19.1114,24.0189,1.2627,0.0038,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-11,22.5955,19.3099,27.478,8.4779,0.0099,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-12,21.5624,17.5756,24.7524,4.0406,0.0068,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-13,20.1791,15.9382,23.447,5.0336,0.0076,86396,1,20200619T035709Z
D02,SCBI,000,060,2015-08-14,22.3128,18.4385,26.5528,4.7089,0.0074,86395,1,20200619T035709Z
D02,SCBI,000,060,2015-08-15,23.8878,20.4662,27.5143,4.0972,0.0069,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-16,24.9074,21.1239,29.3405,6.2149,0.0085,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-17,25.917,23.4048,29.6758,2.5461,0.006,71664,1,20200619T035709Z
D02,SCBI,000,060,2015-08-18,24.3224,21.7685,28.0093,1.7824,0.0045,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-19,22.0506,20.0629,26.3721,2.832,0.0057,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-20,22.8256,21.395,26.5927,1.8271,0.0046,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-21,21.6061,17.8593,25.1568,4.2938,0.0071,85761,1,20200619T035709Z
D02,SCBI,000,060,2015-08-22,20.5986,17.1402,24.4391,4.9918,0.0076,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-23,20.7017,16.2537,24.7775,7.1561,0.0091,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-24,23.5121,20.4512,28.2769,4.1258,0.0069,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-25,21.5312,17.2079,24.9464,4.1232,0.0069,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-26,19.0076,15.1236,22.6715,4.6587,0.0073,86400,1,20200619T035709Z
D02,SCBI,000,060,2015-08-27,18.8429,15.5357,23.1662,4.1902,0.007,86400,1,20200619T035709Z
