,plot,tag,year,L,K,doy_ip,r,theta,a,b,ML_value
22,A1,12,2000,16.24400956,16.24659841,121.2516011,0.311069846,17.16982903,16.24401878,16.24659841,4.290482373
23,A1,14,1998,55.69912864,56.0236694,188.1137918,0.039617773,1.964816668,55.78685491,56.02193594,5.272849873
24,A1,14,1999,55.93557048,56.35778394,215.3936125,0.02654885,5.297128412,55.94379642,56.34951615,6.442721165
25,A1,15,1998,22.11796449,22.13555136,227.5425936,0.018595902,0.293080356,22.11930312,22.12700622,3.843709615
26,A1,15,1999,22.11952937,22.17113767,247.4891649,0.015260093,2.918092868,22.12381959,22.16425924,4.079382636
27,A1,15,2000,22.14387675,22.20008863,190.7560314,0.030753263,1.542394744,22.14803972,22.1987734,4.33256389
28,A1,16,2000,9.980055362,10.00804693,205.6713984,0.040279421,6.228094129,9.981870006,10.0070721,4.30764853
29,A1,17,1998,18.54535181,18.56450545,189.525616,0.245508484,3.919919872,18.54535352,18.56318992,3.84925729
30,A1,17,1999,18.58963849,18.67941038,172.5854326,0.030569505,1.289629825,18.59032301,18.67585057,4.173511942
31,A1,17,2000,18.67864762,18.70995945,209.8131781,0.06453672,50.51654347,18.67952031,18.70979096,4.322047921
32,A1,18,1998,26.00343101,26.15537537,191.5699838,0.081076684,3.430245361,26.0219357,26.15537009,4.300969895
33,A1,18,1999,26.07924356,26.26902629,197.7829436,0.021559283,2.80318738,26.08722722,26.25849967,4.479585092
34,A1,18,2000,26.24883806,26.39815246,188.1932838,0.09249229,0.8903438,26.24885994,26.39599162,4.853187325
35,A1,19,1998,47.49317329,47.84395262,190.2347909,0.029216214,4.954021797,47.6953466,47.84134633,6.047528482
36,A1,19,1999,47.79463425,48.07423618,196.9413852,0.035619821,4.782729436,47.79703351,48.07275607,5.411367964
37,A2,25,1998,14.04906988,14.1341348,173.4290315,0.098967109,0.935335801,14.05403227,14.13413456,4.00575235
38,A2,25,1999,14.15618932,14.18226125,103.9223383,8.948330132,17.1429133,14.15618932,14.18157558,4.087842547
39,A2,25,2000,14.18512786,14.25842887,200.5108843,0.098746936,4.295722035,14.18513638,14.2577928,4.431798856
40,A2,26,1998,39.89603413,40.0562648,172.2200059,12.67356328,-0.629846669,40.05643432,40.0562648,4.782841836
41,A2,26,1999,40.00330153,40.14116622,204.3409295,0.034672415,5.219449554,40.01086031,40.14021477,4.357595415
42,A2,27,1998,10.54514645,10.67424196,181.9620737,0.100003747,5.797420292,10.56285552,10.67274179,4.237396945
43,A2,27,1999,10.68334744,10.75318806,188.3325077,0.02541878,1.743930655,10.6844816,10.74955453,4.119046864
44,A2,27,2000,10.74451038,10.8757545,205.8016553,0.100387523,13.37223792,10.74453382,10.87575357,4.746719511
45,A2,29,1998,15.52874285,15.65616242,175.4707016,0.067255637,1.575199832,15.55146585,15.65482782,4.160654155
46,A2,29,1999,15.6379841,15.72055987,140.3827187,0.017141918,1.01194371,15.64544836,15.71558893,4.13024799
47,A2,29,2000,15.70525324,15.79848903,188.4720513,0.071463029,2.426863241,15.70665011,15.79847371,4.493751996
48,A2,30,1998,22.50059921,22.58833927,204.8432592,0.111553249,7.758944233,22.50287594,22.58833907,4.016101527
49,A2,30,1999,22.58495159,22.70694899,229.3861555,0.042611716,9.209455308,22.58503062,22.70629884,4.294040577
50,A2,30,2000,22.70233284,22.83270808,201.1344858,0.073350659,2.303939672,22.70244883,22.82938057,4.676798218
51,A2,31,1998,38.78046009,39.42424021,181.5476373,0.038464061,27.55664814,39.34398061,39.42402167,16.23038624
52,A2,31,1999,39.37197092,39.60302831,186.6314023,0.033773628,4.430508326,39.38005452,39.60190038,5.035864704
53,A2,32,1998,40.926437,41.20966565,205.2510294,0.037214429,13.55012013,41.0960979,41.20911671,5.554726978
54,A2,32,1999,41.12453216,41.41140396,173.5502025,0.037300646,5.568137422,41.13482309,41.41094385,5.936144014
55,A2,33,1998,30.63291329,30.91881102,181.4731686,0.035721513,14.81905384,30.86354922,30.91856002,6.077308009
56,A2,33,1999,30.91614941,31.05713084,178.5388647,0.032550052,2.285542902,30.92284849,31.05595721,4.371399125
57,A2,34,1998,39.06682268,40.26471013,176.8707618,0.040705291,50.81364132,40.18723981,40.25964548,49.69587423
58,A2,34,1999,40.16386908,40.40289906,171.8222172,0.038197583,7.713288837,40.16844335,40.40266761,5.500843087
59,A2,35,2000,21.85698346,21.90726794,157.1427544,0.034714614,0.159736685,21.85786491,21.90500628,4.323440594
60,A3,51,1998,20.31550056,21.44410857,168.7262088,0.034114638,18.7656229,21.32706743,21.44349258,42.4555944
61,A3,51,1999,21.44972846,21.62904093,193.6409555,0.046702621,5.361876892,21.45508523,21.6288084,4.690868051
62,A3,52,1998,13.23258398,13.3594872,189.9420514,0.050703396,2.713858341,13.26129513,13.35933591,4.102136975
63,A3,52,1999,13.37801024,13.47028406,95.43896351,0.046578546,0.035196442,13.37805831,13.47009366,4.21816884
64,A3,53,1998,11.53296278,11.5462994,163.7956353,-4.670062546,7.692896264,11.5462994,11.53296278,3.850261587
65,A3,53,1999,11.35835405,11.57768677,230.5054627,0.004939153,14.90707952,11.54047451,11.56772241,5.271885254
66,A3,53,2000,11.58707583,11.65311805,183.2688364,0.08308275,0.65345051,11.58710176,11.6508177,4.395138629
67,A3,54,1998,33.25355154,33.57609996,170.1238207,0.0436048,1.705067219,33.37394194,33.57552484,5.645887877
68,A3,54,1999,33.5979713,33.82499451,171.4011171,0.045512067,1.582709115,33.60261022,33.82458332,5.015789562
69,A3,55,1999,12.3335327,16.54661868,159.6621076,0.001562621,183.0159439,16.51750751,16.52720063,629.8398025
70,A3,55,2000,16.51751598,16.59260485,186.0610804,0.061562398,0.76425313,16.52384892,16.59250509,4.409401458
71,A3,56,1998,11.19782031,11.23368606,222.8602389,0.129058998,20.19098955,11.19804043,11.233686,3.874105355
72,A3,56,1999,11.25040754,11.30194578,187.3477406,0.060014054,1.705111287,11.25140746,11.30191079,4.116361569
73,A3,56,2000,11.30268947,11.39407155,185.9754461,0.076460613,0.861469123,11.3027589,11.39202015,4.485306815
74,A3,57,1998,54.90577147,55.10538941,167.8638402,0.015821614,1.402537546,55.01140021,55.08930582,4.151079403
75,A3,57,1999,55.05797595,55.28866582,183.7486845,0.03155241,1.044886307,55.06063535,55.28316433,4.690295371
76,A3,58,1998,38.54177591,38.81589496,204.7578062,0.032489813,5.041537778,38.65901141,38.81367861,4.934673928
77,A3,58,1999,38.80551223,39.05860267,222.2819565,0.032636219,8.553734233,38.81215266,39.05628225,5.026567225
78,A3,60,1998,20.55584774,20.6307446,174.1738331,0.067964586,1.777627347,20.57139521,20.63073796,3.949770893
79,A3,60,1999,20.66424479,20.72188306,234.3341832,0.03681861,6.836114077,20.66432948,20.72114128,4.108781159
80,A3,60,2000,20.71175018,20.8357048,194.310185,0.055001609,2.904414153,20.71317968,20.83556261,4.60563292
81,A3,61,1998,45.26229441,45.70329228,160.613455,0.101855498,30.4413213,45.64726559,45.70329227,10.06625088
82,A3,61,1999,45.67342049,45.88367991,199.0456152,0.038802438,7.686308172,45.67740325,45.88313708,4.909667359
83,A3,62,1999,27.6259573,28.01972727,334.4612436,0.000460133,4.085569649,27.93532592,27.94130729,5.959882223
84,A3,64,2000,13.81880323,13.89345329,168.7608962,0.039311383,4.602928395,13.83342551,13.89308078,4.433496437
85,A3,65,2000,14.64001734,14.66823237,200.0007387,8.266604857,0.676105155,14.64249835,14.66823237,4.317105475
86,A3,66,1998,24.07724126,24.32502295,193.7679786,0.038688415,4.552501671,24.18139188,24.32423027,4.867033169
87,A3,66,1999,24.33047455,24.56460434,203.2776736,0.047827824,5.348993604,24.33124244,24.56417645,5.04321307
88,A3,66,2000,24.55914588,24.88114535,181.1637079,0.059119469,1.028015991,24.56104841,24.88001928,6.446484781
89,A3,67,1998,11.95556805,12.1108455,232.2626599,0.019085552,4.603660686,12.03,12.10256817,4.053469058
90,A3,67,1999,12.10029459,12.21238666,151.4828189,0.025050558,0.713999583,12.10229817,12.20870858,4.20434763
91,A3,67,2000,12.23752868,12.37249993,202.0756184,0.051377897,1.18713025,12.23903942,12.37084787,4.62105069
92,A3,69,1998,13.12163432,13.20259389,181.3501811,0.038615982,15.09792032,13.18650739,13.20247574,4.0186692
93,A3,69,1999,13.19163338,13.21772222,105.0332642,0.011971496,1.120162464,13.19822696,13.21365252,4.071917948
94,A3,69,2000,13.1441783,13.22153565,201.6240048,0.01500263,13.47019198,13.20055927,13.22020625,4.452297805
95,A3,70,1998,41.14153138,42.05439204,186.6492419,0.082428869,843.719054,42.02454192,42.05412255,31.74814677
96,A3,70,1999,42.05609078,42.18875381,213.6671348,0.038918083,11.84362498,42.05896033,42.18836584,4.387945068
97,B1,152,1998,15.09506601,15.21994514,195.0276066,0.079949619,2.832832897,15.10453689,15.21993729,4.15300835
98,B1,152,1999,15.24387248,15.37695928,207.1301372,0.08097265,20.12984317,15.24387269,15.37198468,4.466854927
99,B1,152,2000,15.39088261,15.61189425,188.6827374,0.089437844,1.585706062,15.3909562,15.61008646,5.517076051
100,B1,153,1998,46.78103773,48.16167696,209.3313269,0.027419668,28.41056401,47.93172362,48.15796157,55.4532991
101,B1,153,1999,48.16139073,48.47601239,160.3111106,0.034933547,0.738687992,48.1624106,48.47280907,5.46725544
102,B1,156,1998,33.19102838,33.79913832,168.1618204,0.045689261,1.464509326,33.40221003,33.79518061,10.27838724
103,B1,156,1999,33.79363895,34.14414571,162.7968445,0.074262764,0.409001531,33.79364012,34.14411351,6.756653905
104,B1,156,2000,34.14403305,34.60263718,189.4582561,0.070834521,1.343813011,34.14474511,34.5980815,9.076995911
105,B1,157,1999,18.98659089,18.99138361,196.8603137,6.328692826,-6.41567768,18.9914958,18.99138361,4.06515128
106,B1,157,2000,18.94801126,19.02580754,190.5658563,0.025758051,3.640020619,18.96608348,19.02203232,4.392278578
107,B1,158,1999,14.79794632,14.80992259,104.3460173,0.011712282,1.406278207,14.80160156,14.80911927,4.066031498
108,B1,158,2000,14.67579959,14.80280951,167.518363,0.019859688,14.69561734,14.77402656,14.80112328,4.788703736
109,B1,159,1998,28.29891742,28.3678271,185.5318079,0.098629317,13.69455523,28.31388532,28.36667395,3.952107772
110,B1,159,1999,28.34762118,28.49996412,163.0770931,0.050542758,0.853925081,28.34766526,28.49978818,4.510950366
111,B1,159,2000,28.50520277,28.66184779,218.6645403,0.052024342,10.56914098,28.51126662,28.66160916,4.776608119
112,B1,160,1998,34.70834196,34.77328529,189.9731047,0.020942752,1.891100435,34.73883532,34.77021775,3.875600137
113,B1,160,1999,34.74986764,34.85596007,254.6267275,0.03301593,7.997236804,34.75193289,34.85307485,4.205469202
114,B1,160,2000,34.83534483,35.0252034,212.8460384,0.065701173,5.203406649,34.83574541,35.02467923,5.066738938
115,B1,161,1998,18.35385958,18.43241205,123.7637467,0.006140548,0.910283734,18.3949684,18.41138796,3.850692574
116,B1,161,1999,18.42129011,18.44379412,177.9415517,0.014606937,0.980766577,18.42292671,18.44039849,4.068129789
117,B1,161,2000,18.4383878,18.53630899,188.9490354,0.055932711,0.367841544,18.43856534,18.53571526,4.479036588
118,B1,162,1998,31.46927411,31.54461985,213.889554,0.046477196,5.854350431,31.48606837,31.5444158,3.92176363
119,B1,162,1999,31.52121899,31.6727776,169.6695013,0.04693777,0.934683388,31.53093907,31.67242104,4.462909668
120,B1,162,2000,31.68096301,31.80470194,204.993243,0.056087747,3.152281019,31.68173,31.80044939,4.596365582
121,B1,163,1998,13.10216639,13.11207333,167.6501629,9.744356675,0.226849613,13.10216639,13.11061142,3.841495022
122,B1,163,2000,13.0989203,13.12998146,192.740983,0.052981119,0.755095127,13.09904518,13.12869612,4.308351195
123,B1,164,1998,17.53888493,17.92913986,170.9612797,0.049506887,11.15187462,17.83711823,17.92908916,8.092621716
124,B1,164,1999,17.90954519,18.06477062,168.8670291,0.058116527,4.145161996,17.91907251,18.05592266,4.625610588
125,B1,165,1998,42.39443131,42.45051643,182.8707808,0.058847788,2.419609952,42.40657395,42.44919735,3.895072845
126,B1,165,1999,42.34162228,42.59833649,199.8908008,0.031773094,10.71538659,42.34814719,42.59734482,5.45662084
