date,lat,lon,pointid,Nadir_Reflectance_Band1,Nadir_Reflectance_Band2,BRDF_Albedo_Band_Mandatory_Quality_Band1,BRDF_Albedo_Band_Mandatory_Quality_Band2,EVI2
2001-05-05,-78.139494,38.8929252624512,SCBI,395,3293,0,0,0.508742363598062
2001-05-06,-78.139494,38.8929252624512,SCBI,395,3257,0,0,0.503695881731785
2001-05-07,-78.139494,38.8929252624512,SCBI,357,3467,0,0,0.54280288750192
2001-07-08,-78.139494,38.8929252624512,SCBI,203,4131,0,0,0.671765333625207
2001-07-09,-78.139494,38.8929252624512,SCBI,203,4129,0,0,0.671515168101148
2001-07-10,-78.139494,38.8929252624512,SCBI,194,4230,0,0,0.686600070769482
2001-07-11,-78.139494,38.8929252624512,SCBI,193,4225,0,0,0.686265165234678
2001-07-12,-78.139494,38.8929252624512,SCBI,193,4219,0,0,0.685523967797742
2001-07-13,-78.139494,38.8929252624512,SCBI,193,4214,0,0,0.684905840351021
2001-07-14,-78.139494,38.8929252624512,SCBI,194,4198,0,0,0.682642734389918
2001-07-15,-78.139494,38.8929252624512,SCBI,195,4190,0,0,0.681368535953063
2001-07-16,-78.139494,38.8929252624512,SCBI,195,4192,0,0,0.681616643929059
2001-07-17,-78.139494,38.8929252624512,SCBI,191,4212,0,0,0.685223306794634
2001-07-18,-78.139494,38.8929252624512,SCBI,197,4241,0,0,0.687110059943726
2001-07-19,-78.139494,38.8929252624512,SCBI,195,4228,0,0,0.686071039738704
2001-07-20,-78.139494,38.8929252624512,SCBI,189,4153,0,0,0.678460422001013
2001-07-21,-78.139494,38.8929252624512,SCBI,189,4148,0,0,0.677836675432829
2001-07-22,-78.139494,38.8929252624512,SCBI,191,4140,0,0,0.676272742218326
2001-09-04,-78.139494,38.8929252624512,SCBI,178,3638,0,0,0.614993032448881
2001-09-05,-78.139494,38.8929252624512,SCBI,179,3574,0,0,0.606094147219286
2001-09-06,-78.139494,38.8929252624512,SCBI,178,3552,0,0,0.603396474762504
2001-09-07,-78.139494,38.8929252624512,SCBI,177,3541,0,0,0.60218533846969
2001-09-08,-78.139494,38.8929252624512,SCBI,178,3515,0,0,0.598363242529873
2001-09-09,-78.139494,38.8929252624512,SCBI,178,3501,0,0,0.596451802817306
2001-09-10,-78.139494,38.8929252624512,SCBI,177,3444,0,0,0.588911802030457
2001-09-11,-78.139494,38.8929252624512,SCBI,176,3392,0,0,0.582001389854065
2001-09-12,-78.139494,38.8929252624512,SCBI,176,3379,0,0,0.580194762850146
2001-09-13,-78.139494,38.8929252624512,SCBI,175,3365,0,0,0.578527384838593
2001-09-14,-78.139494,38.8929252624512,SCBI,180,3307,0,0,0.56900065506951
2001-09-15,-78.139494,38.8929252624512,SCBI,180,3304,0,0,0.568578916715201
2001-09-16,-78.139494,38.8929252624512,SCBI,178,3278,0,0,0.565478796369261
2001-09-17,-78.139494,38.8929252624512,SCBI,175,3211,0,0,0.556819015479422
2001-09-18,-78.139494,38.8929252624512,SCBI,175,3203,0,0,0.555677897673053
2001-09-19,-78.139494,38.8929252624512,SCBI,174,3197,0,0,0.555102610432918
2001-09-20,-78.139494,38.8929252624512,SCBI,172,3182,0,0,0.553520463706712
2001-09-21,-78.139494,38.8929252624512,SCBI,172,3106,0,0,0.542577743586709
2001-09-23,-78.139494,38.8929252624512,SCBI,172,3102,0,0,0.541998401752153
2001-09-28,-78.139494,38.8929252624512,SCBI,210,3133,0,0,0.535858326611425
2001-09-29,-78.139494,38.8929252624512,SCBI,211,3110,0,0,0.532262565729561
2001-09-30,-78.139494,38.8929252624512,SCBI,221,3065,0,0,0.522971004898716
2001-10-01,-78.139494,38.8929252624512,SCBI,223,3037,0,0,0.518338957575043
2001-10-02,-78.139494,38.8929252624512,SCBI,231,3004,0,0,0.511306643851782
2001-10-03,-78.139494,38.8929252624512,SCBI,231,2992,0,0,0.509544971357704
2001-10-04,-78.139494,38.8929252624512,SCBI,231,2985,0,0,0.508515886966926
2001-10-05,-78.139494,38.8929252624512,SCBI,231,2973,0,0,0.506749264455845
2001-10-06,-78.139494,38.8929252624512,SCBI,226,2961,0,0,0.506353955300147
2001-10-07,-78.139494,38.8929252624512,SCBI,225,2951,0,0,0.505151582536506
2001-10-08,-78.139494,38.8929252624512,SCBI,229,2926,0,0,0.500348778533052
2001-10-09,-78.139494,38.8929252624512,SCBI,240,2871,0,0,0.489142559678739
2001-10-10,-78.139494,38.8929252624512,SCBI,251,2846,0,0,0.48239939323637
2001-10-11,-78.139494,38.8929252624512,SCBI,253,2828,0,0,0.479151780397761
2001-10-12,-78.139494,38.8929252624512,SCBI,306,2740,0,0,0.451597102653922
2001-10-13,-78.139494,38.8929252624512,SCBI,284,2782,0,0,0.463843251433495
2001-10-14,-78.139494,38.8929252624512,SCBI,336,2701,0,0,0.437723025896916
2001-10-15,-78.139494,38.8929252624512,SCBI,335,2696,0,0,0.437222222222222
2001-10-16,-78.139494,38.8929252624512,SCBI,336,2686,0,0,0.435430316326228
2001-10-17,-78.139494,38.8929252624512,SCBI,387,2623,0,0,0.412491329565076
2001-10-18,-78.139494,38.8929252624512,SCBI,412,2560,0,0,0.396345063769485
2001-10-19,-78.139494,38.8929252624512,SCBI,460,2533,0,0,0.380032265160959
2001-10-20,-78.139494,38.8929252624512,SCBI,437,2521,0,0,0.383940809739274
2001-10-21,-78.139494,38.8929252624512,SCBI,438,2513,0,0,0.38244054201501
2001-10-22,-78.139494,38.8929252624512,SCBI,459,2537,0,0,0.380904198378133
2001-10-23,-78.139494,38.8929252624512,SCBI,479,2475,0,0,0.366249284382661
2001-10-24,-78.139494,38.8929252624512,SCBI,495,2451,0,0,0.358530684067747
2001-10-25,-78.139494,38.8929252624512,SCBI,506,2424,0,0,0.351580830595964
2001-10-26,-78.139494,38.8929252624512,SCBI,542,2377,0,0,0.335397505446782
2001-10-27,-78.139494,38.8929252624512,SCBI,532,2378,0,0,0.337976389255061
2001-10-28,-78.139494,38.8929252624512,SCBI,586,2265,0,0,0.30702780988048
2001-10-29,-78.139494,38.8929252624512,SCBI,577,2193,0,0,0.29754452120373
2001-10-31,-78.139494,38.8929252624512,SCBI,607,2072,0,0,0.270718762935368
2001-11-01,-78.139494,38.8929252624512,SCBI,620,2058,0,0,0.265391997637679
2001-11-02,-78.139494,38.8929252624512,SCBI,620,2003,0,0,0.256281965754948
2001-11-03,-78.139494,38.8929252624512,SCBI,616,1945,0,0,0.247515532577439
2001-11-04,-78.139494,38.8929252624512,SCBI,613,1899,0,0,0.24046012774678
2001-11-05,-78.139494,38.8929252624512,SCBI,612,1894,0,0,0.239844942676685
2001-11-06,-78.139494,38.8929252624512,SCBI,613,1877,0,0,0.236736039316162
2001-11-07,-78.139494,38.8929252624512,SCBI,626,1860,0,0,0.230871699694666
2001-11-08,-78.139494,38.8929252624512,SCBI,630,1818,0,0,0.222805701425356
2001-11-09,-78.139494,38.8929252624512,SCBI,629,1815,0,0,0.222520751091965
2001-11-10,-78.139494,38.8929252624512,SCBI,633,1784,0,0,0.216301341030729
2001-11-11,-78.139494,38.8929252624512,SCBI,633,1767,0,0,0.213379295810691
2001-11-12,-78.139494,38.8929252624512,SCBI,633,1766,0,0,0.213207177912263
2001-11-13,-78.139494,38.8929252624512,SCBI,637,1750,0,0,0.209544537156972
2001-11-14,-78.139494,38.8929252624512,SCBI,612,1746,0,0,0.214532191179587
2001-11-15,-78.139494,38.8929252624512,SCBI,601,1632,0,0,0.197140977788656
2001-11-16,-78.139494,38.8929252624512,SCBI,601,1628,0,0,0.196436222303832
2001-11-17,-78.139494,38.8929252624512,SCBI,594,1604,0,0,0.193789525388347
2001-11-28,-78.139494,38.8929252624512,SCBI,483,1267,0,0,0.157731245272086
2001-11-29,-78.139494,38.8929252624512,SCBI,488,1271,0,0,0.157327482278054
2001-11-30,-78.139494,38.8929252624512,SCBI,494,1293,0,0,0.160074046768067
2001-12-25,-78.139494,38.8929252624512,SCBI,447,1121,0,0,0.138184979251751
2001-12-26,-78.139494,38.8929252624512,SCBI,409,1020,0,0,0.127274696707106
2001-12-27,-78.139494,38.8929252624512,SCBI,408,1018,0,0,0.127112993031707
2001-12-28,-78.139494,38.8929252624512,SCBI,406,1016,0,0,0.127185081398452
2001-12-29,-78.139494,38.8929252624512,SCBI,414,1022,0,0,0.126502213788741
2002-01-20,-78.139494,38.8929252624512,SCBI,567,1458,0,0,0.173768215433582
2002-01-21,-78.139494,38.8929252624512,SCBI,571,1454,0,0,0.172132809332211
2002-01-26,-78.139494,38.8929252624512,SCBI,577,1434,0,0,0.167137329547227
2002-01-29,-78.139494,38.8929252624512,SCBI,577,1435,0,0,0.167319302953244
2002-01-30,-78.139494,38.8929252624512,SCBI,577,1303,0,0,0.143050804710036
2002-02-01,-78.139494,38.8929252624512,SCBI,555,1287,0,0,0.145019415167604
2002-02-02,-78.139494,38.8929252624512,SCBI,543,1254,0,0,0.141552256872551
2002-02-03,-78.139494,38.8929252624512,SCBI,540,1204,0,0,0.1328
2002-02-04,-78.139494,38.8929252624512,SCBI,537,1212,0,0,0.134991360552925
2002-02-09,-78.139494,38.8929252624512,SCBI,515,1252,0,0,0.147541639974375
2002-02-10,-78.139494,38.8929252624512,SCBI,517,1255,0,0,0.14764961026905
2002-02-11,-78.139494,38.8929252624512,SCBI,517,1258,0,0,0.148214228565942
2002-02-12,-78.139494,38.8929252624512,SCBI,552,1293,0,0,0.146816402225428
2002-02-13,-78.139494,38.8929252624512,SCBI,554,1297,0,0,0.14711006921895
2002-02-14,-78.139494,38.8929252624512,SCBI,539,1237,0,0,0.139259093738528
2002-02-15,-78.139494,38.8929252624512,SCBI,540,1238,0,0,0.139221318014999
2002-02-16,-78.139494,38.8929252624512,SCBI,541,1238,0,0,0.138995245844102
2002-02-17,-78.139494,38.8929252624512,SCBI,563,1255,0,0,0.137234059431074
2002-02-18,-78.139494,38.8929252624512,SCBI,569,1260,0,0,0.136825180585477
2002-02-19,-78.139494,38.8929252624512,SCBI,570,1262,0,0,0.136975455265242
2002-02-20,-78.139494,38.8929252624512,SCBI,568,1265,0,0,0.137984827608052
2002-02-21,-78.139494,38.8929252624512,SCBI,577,1296,0,0,0.141749731878115
2002-02-22,-78.139494,38.8929252624512,SCBI,591,1311,0,0,0.141404936603453
2002-02-23,-78.139494,38.8929252624512,SCBI,592,1312,0,0,0.141367177682835
2002-02-24,-78.139494,38.8929252624512,SCBI,556,1225,0,0,0.133167189515423
2002-02-25,-78.139494,38.8929252624512,SCBI,557,1227,0,0,0.13331953708273
2002-02-26,-78.139494,38.8929252624512,SCBI,558,1227,0,0,0.133095128201047
2002-02-27,-78.139494,38.8929252624512,SCBI,567,1223,0,0,0.130326292534846
2002-03-04,-78.139494,38.8929252624512,SCBI,555,1228,0,0,0.133957006369427
2002-03-07,-78.139494,38.8929252624512,SCBI,544,1293,0,0,0.148627625291699
2002-03-31,-78.139494,38.8929252624512,SCBI,659,1611,0,0,0.180404165971833
2002-04-01,-78.139494,38.8929252624512,SCBI,661,1615,0,0,0.180662656990925
2002-04-02,-78.139494,38.8929252624512,SCBI,663,1622,0,0,0.18144734053825
2002-04-03,-78.139494,38.8929252624512,SCBI,661,1634,0,0,0.183995945659738
2002-04-04,-78.139494,38.8929252624512,SCBI,666,1659,0,0,0.187253911023278
2002-04-05,-78.139494,38.8929252624512,SCBI,668,1664,0,0,0.187680897250362
2002-04-06,-78.139494,38.8929252624512,SCBI,670,1670,0,0,0.188281367675855
2002-04-07,-78.139494,38.8929252624512,SCBI,675,1668,0,0,0.186822697170379
2002-04-08,-78.139494,38.8929252624512,SCBI,677,1674,0,0,0.187422925376726
2002-04-09,-78.139494,38.8929252624512,SCBI,679,1666,0,0,0.185587713228436
2002-04-10,-78.139494,38.8929252624512,SCBI,622,1895,0,0,0.237716428390027
2002-04-11,-78.139494,38.8929252624512,SCBI,622,1926,0,0,0.242942737055474
2002-04-12,-78.139494,38.8929252624512,SCBI,621,1938,0,0,0.24518930028894
2002-04-15,-78.139494,38.8929252624512,SCBI,532,2159,0,0,0.302735974039506
2002-04-24,-78.139494,38.8929252624512,SCBI,455,2518,0,0,0.378949301983835
2002-04-28,-78.139494,38.8929252624512,SCBI,413,2811,0,0,0.434351045485502
2002-04-29,-78.139494,38.8929252624512,SCBI,413,2823,0,0,0.43614541558686
2002-04-30,-78.139494,38.8929252624512,SCBI,414,2836,0,0,0.437829004454214
2002-05-25,-78.139494,38.8929252624512,SCBI,226,4127,0,0,0.664819283678951
2002-05-26,-78.139494,38.8929252624512,SCBI,226,4130,0,0,0.665194514871459
2002-05-27,-78.139494,38.8929252624512,SCBI,225,4110,0,0,0.662969283276451
2002-07-10,-78.139494,38.8929252624512,SCBI,228,4471,0,0,0.706309677591189
2002-07-11,-78.139494,38.8929252624512,SCBI,228,4470,0,0,0.706190235196974
2002-07-12,-78.139494,38.8929252624512,SCBI,228,4468,0,0,0.705951302679951
2002-07-13,-78.139494,38.8929252624512,SCBI,230,4476,0,0,0.706348150119776
2002-08-01,-78.139494,38.8929252624512,SCBI,237,4095,0,0,0.657742195065399
2002-08-02,-78.139494,38.8929252624512,SCBI,238,4107,0,0,0.658970445967489
2002-08-03,-78.139494,38.8929252624512,SCBI,221,4085,0,0,0.660946672687713
2002-08-04,-78.139494,38.8929252624512,SCBI,222,4082,0,0,0.660289569477516
2002-08-05,-78.139494,38.8929252624512,SCBI,222,4079,0,0,0.65991185206477
2002-08-06,-78.139494,38.8929252624512,SCBI,223,4075,0,0,0.659128554023901
2002-08-07,-78.139494,38.8929252624512,SCBI,219,4041,0,0,0.655952658822237
2002-08-08,-78.139494,38.8929252624512,SCBI,219,4031,0,0,0.654685846969759
2002-08-09,-78.139494,38.8929252624512,SCBI,196,4035,0,0,0.661650144084272
2002-08-10,-78.139494,38.8929252624512,SCBI,226,4018,0,0,0.65108101425785
2002-08-11,-78.139494,38.8929252624512,SCBI,227,4004,0,0,0.649022599802045
2002-08-12,-78.139494,38.8929252624512,SCBI,238,4040,0,0,0.650528361804643
2002-08-13,-78.139494,38.8929252624512,SCBI,237,4029,0,0,0.64941292523531
2002-08-14,-78.139494,38.8929252624512,SCBI,237,4017,0,0,0.647890413964267
2002-08-15,-78.139494,38.8929252624512,SCBI,231,4034,0,0,0.65171643223383
2002-08-31,-78.139494,38.8929252624512,SCBI,190,3454,0,0,0.586628324946082
2002-09-01,-78.139494,38.8929252624512,SCBI,184,3462,0,0,0.589415690900198
2002-09-02,-78.139494,38.8929252624512,SCBI,184,3457,0,0,0.588728361129898
2002-09-03,-78.139494,38.8929252624512,SCBI,183,3449,0,0,0.587909160294351
2002-09-04,-78.139494,38.8929252624512,SCBI,183,3456,0,0,0.588872416374
2002-09-05,-78.139494,38.8929252624512,SCBI,181,3447,0,0,0.588197155906465
2002-09-06,-78.139494,38.8929252624512,SCBI,180,3437,0,0,0.587100728242844
2002-09-07,-78.139494,38.8929252624512,SCBI,179,3429,0,0,0.586278556275526
2002-09-08,-78.139494,38.8929252624512,SCBI,179,3422,0,0,0.585311444165295
2002-09-09,-78.139494,38.8929252624512,SCBI,178,3414,0,0,0.584486894199925
2002-09-10,-78.139494,38.8929252624512,SCBI,177,3406,0,0,0.583661104202215
2002-09-11,-78.139494,38.8929252624512,SCBI,176,3398,0,0,0.582834071372753
2002-09-12,-78.139494,38.8929252624512,SCBI,176,3390,0,0,0.581723668587646
2002-09-13,-78.139494,38.8929252624512,SCBI,182,3369,0,0,0.577112517927248
2002-09-14,-78.139494,38.8929252624512,SCBI,182,3343,0,0,0.573484375680344
2002-09-15,-78.139494,38.8929252624512,SCBI,177,3351,0,0,0.576010104676317
2002-09-16,-78.139494,38.8929252624512,SCBI,182,3329,0,0,0.571525083903587
2002-09-17,-78.139494,38.8929252624512,SCBI,192,3308,0,0,0.565771890070304
2002-09-18,-78.139494,38.8929252624512,SCBI,198,3285,0,0,0.560856673594861
2002-09-19,-78.139494,38.8929252624512,SCBI,201,3264,0,0,0.557054938020136
2002-09-20,-78.139494,38.8929252624512,SCBI,208,3195,0,0,0.545303851265499
2002-09-21,-78.139494,38.8929252624512,SCBI,207,3187,0,0,0.54443941010538
2002-09-22,-78.139494,38.8929252624512,SCBI,207,3013,0,0,0.519252690639388
2002-09-23,-78.139494,38.8929252624512,SCBI,206,3002,0,0,0.517915888681426
2002-09-24,-78.139494,38.8929252624512,SCBI,190,2993,0,0,0.52104245668823
2002-09-25,-78.139494,38.8929252624512,SCBI,189,2979,0,0,0.519259115882257
2002-09-26,-78.139494,38.8929252624512,SCBI,190,2934,0,0,0.512322628827483
2002-09-27,-78.139494,38.8929252624512,SCBI,190,2921,0,0,0.510390969574643
2002-09-28,-78.139494,38.8929252624512,SCBI,190,2908,0,0,0.508455552229871
2002-09-29,-78.139494,38.8929252624512,SCBI,188,2854,0,0,0.500931966449208
2002-09-30,-78.139494,38.8929252624512,SCBI,189,2853,0,0,0.500503509536621
2002-10-01,-78.139494,38.8929252624512,SCBI,190,2851,0,0,0.499924851581874
2002-10-02,-78.139494,38.8929252624512,SCBI,212,2801,0,0,0.486295812108371
2002-10-14,-78.139494,38.8929252624512,SCBI,200,2796,0,0,0.488852063874661
2002-11-01,-78.139494,38.8929252624512,SCBI,438,2424,0,0,0.368454642602707
2002-11-02,-78.139494,38.8929252624512,SCBI,437,2420,0,0,0.368072879543835
2002-11-03,-78.139494,38.8929252624512,SCBI,437,2414,0,0,0.367122738211962
2002-11-04,-78.139494,38.8929252624512,SCBI,436,2409,0,0,0.366581446854051
2002-11-05,-78.139494,38.8929252624512,SCBI,435,2403,0,0,0.365880865620585
2002-11-06,-78.139494,38.8929252624512,SCBI,435,2398,0,0,0.365087040618955
2002-11-07,-78.139494,38.8929252624512,SCBI,480,2188,0,0,0.320089955022489
2002-11-08,-78.139494,38.8929252624512,SCBI,481,2178,0,0,0.318209774684228
2002-11-09,-78.139494,38.8929252624512,SCBI,482,2168,0,0,0.316327449567723
2002-11-10,-78.139494,38.8929252624512,SCBI,482,2158,0,0,0.314687415507556
2002-11-11,-78.139494,38.8929252624512,SCBI,515,2005,0,0,0.281323162903104
2002-11-16,-78.139494,38.8929252624512,SCBI,543,1616,0,0,0.207636695770636
2002-11-17,-78.139494,38.8929252624512,SCBI,531,1451,0,0,0.180740880443837
2002-11-18,-78.139494,38.8929252624512,SCBI,529,1448,0,0,0.180655155060703
2002-11-19,-78.139494,38.8929252624512,SCBI,528,1444,0,0,0.180156082824596
2002-11-20,-78.139494,38.8929252624512,SCBI,526,1439,0,0,0.179704599492969
